tourney_year,tourney_name,tourney_name_slug,tourney_id,tourney_location,tourney_dates,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,player_name,player_slug,player_id,player_event_points,player_ranking,match_round,opponent_name,opponent_name_slug,opponent_player_id,opponent_rank,match_win_loss,match_score,sets_won,sets_lost,sets_total,games_won,games_lost,games_total,tiebreaks_won,tiebreaks_lost,tiebreaks_total,match_time,match_duration,player_aces,player_double_faults,player_first_serves_in,player_first_serves_total,player_first_serve_points_won,player_first_serve_points_total,player_second_serve_points_won,player_second_serve_points_total,player_break_points_saved,player_break_points_serve_total,player_service_points_won,player_service_points_total,player_first_serve_return_won,player_first_serve_return_total,player_second_serve_return_won,player_second_serve_return_total,player_break_points_converted,player_break_points_return_total,player_service_games_played,player_return_games_played,player_return_points_won,player_return_points_total,player_total_points_won,player_total_points_total,opponent_aces,opponent_double_faults,opponent_first_serves_in,opponent_first_serves_total,opponent_first_serve_points_won,opponent_first_serve_points_total,opponent_second_serve_points_won,opponent_second_serve_points_total,opponent_break_points_saved,opponent_break_points_serve_total,opponent_service_points_won,opponent_service_points_total,opponent_first_serve_return_won,opponent_first_serve_return_total,opponent_second_serve_return_won,opponent_second_serve_return_total,opponent_break_points_converted,opponent_break_points_return_total,opponent_service_games_played,opponent_return_games_played,opponent_return_points_won,opponent_return_points_total,opponent_total_points_won,opponent_total_points_total
1988,Cincinnati,cincinnati,422,"Cincinnati, OH, U.S.A.",1988.08.15 - 1988.08.21,64,32,Outdoor,Hard,Pete Sampras,pete-sampras,s402,1,208,Round of 64,Brad Gilbert,brad-gilbert,g016,13,L,46 26,0,2,2,6,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Winnetka,,,"Winnetka, IL, U.S.A.",1988.08.08 - 1988.08.14,32,16,Outdoor,Hard,Pete Sampras,pete-sampras,s402,1,214,Round of 32,Nicolas Pereira,nicolas-pereira,p218,282,L,67 67,0,2,2,12,14,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Seattle,,,"Seattle, WA, U.S.A.",1988.08.01 - 1988.08.07,32,16,Outdoor,Hard,Pete Sampras,pete-sampras,s402,1,215,Round of 32,Malcolm Allen,malcolm-allen,a134,472,L,46 06,0,2,2,4,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Schenectady,,,"Schenectady, NY, U.S.A.",1988.07.18 - 1988.07.24,32,16,Outdoor,Hard,Pete Sampras,pete-sampras,s402,25,286,Semi-Finals,Tim Mayotte,tim-mayotte,m041,11,L,26 67,0,2,2,8,13,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Schenectady,,,"Schenectady, NY, U.S.A.",1988.07.18 - 1988.07.24,32,16,Outdoor,Hard,Pete Sampras,pete-sampras,s402,25,286,Quarter-Finals,Doug Burke,doug-burke,b083,265,W,63 63,2,0,2,12,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Schenectady,,,"Schenectady, NY, U.S.A.",1988.07.18 - 1988.07.24,32,16,Outdoor,Hard,Pete Sampras,pete-sampras,s402,25,286,Round of 16,Gianluca Pozzi,gianluca-pozzi,p045,276,W,61 75,2,0,2,13,6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Schenectady,,,"Schenectady, NY, U.S.A.",1988.07.18 - 1988.07.24,32,16,Outdoor,Hard,Pete Sampras,pete-sampras,s402,25,286,Round of 32,Wolfgang Popp,wolfgang-popp,p041,242,W,62 61,2,0,2,12,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Raleigh,,,"Raleigh, NC, U.S.A.",1988.05.09 - 1988.05.15,32,16,Outdoor,Clay,Pete Sampras,pete-sampras,s402,4,298,Round of 16,Barry Moir,barry-moir,m076,162,L,67 46,0,2,2,10,13,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Raleigh,,,"Raleigh, NC, U.S.A.",1988.05.09 - 1988.05.15,32,16,Outdoor,Clay,Pete Sampras,pete-sampras,s402,4,298,Round of 32,Eduardo Velez,eduardo-velez,v096,364,W,63 46 63,2,1,3,16,12,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Forest Hills,,,"Forest Hills, NY, U.S.A.",1988.05.02 - 1988.05.08,64,32,Outdoor,Clay,Pete Sampras,pete-sampras,s402,1,311,Round of 64,Mikael Pernfors,mikael-pernfors,p024,22,L,57 57,0,2,2,10,14,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Indian Wells,indian-wells,404,"Indian Wells, CA, U.S.A.",1988.02.29 - 1988.03.06,56,28,Outdoor,Hard,Pete Sampras,pete-sampras,s402,41,893,Round of 16,Emilio Sanchez,emilio-sanchez,s014,18,L,57 26,0,2,2,7,13,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Indian Wells,indian-wells,404,"Indian Wells, CA, U.S.A.",1988.02.29 - 1988.03.06,56,28,Outdoor,Hard,Pete Sampras,pete-sampras,s402,41,893,Round of 32,Eliot Teltscher,eliot-teltscher,t012,25,W,75 63,2,0,2,13,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Indian Wells,indian-wells,404,"Indian Wells, CA, U.S.A.",1988.02.29 - 1988.03.06,56,28,Outdoor,Hard,Pete Sampras,pete-sampras,s402,41,893,Round of 64,Ramesh Krishnan,ramesh-krishnan,k024,37,W,63 36 76,2,1,3,16,15,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Philadelphia,,,"Philadelphia, PA, U.S.A.",1988.02.22 - 1988.02.28,48,24,Indoor,Carpet,Pete Sampras,pete-sampras,s402,1,0,Round of 64,Sammy Giammalva Jr.,sammy-giammalva-jr,g013,105,L,46 36,0,2,2,7,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Stockholm,stockholm,429,"Stockholm, Sweden",1989.11.06 - 1989.11.12,48,24,Indoor,Carpet,Pete Sampras,pete-sampras,s402,1,68,Round of 64,Peter Lundgren,peter-lundgren,l044,94,L,46 46,0,2,2,8,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Frankfurt,,,"Frankfurt, Germany",1989.10.23 - 1989.10.29,32,16,Indoor,Carpet,Pete Sampras,pete-sampras,s402,1,60,Round of 32,Andrei Cherkasov,andrei-cherkasov,c260,88,L,46 46,0,2,2,8,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,San Francisco,,,"San Francisco, CA, U.S.A.",1989.09.25 - 1989.10.01,32,16,Indoor,Carpet,Pete Sampras,pete-sampras,s402,1,57,Round of 32,Christo Van Rensburg,christo-van-rensburg,v014,25,L,46 46,0,2,2,8,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Los Angeles,,,"Los Angeles, CA, U.S.A.",1989.09.18 - 1989.09.24,32,16,Outdoor,Hard,Pete Sampras,pete-sampras,s402,1,56,Round of 32,Michael Chang,michael-chang,c274,6,L,67 06,0,2,2,6,13,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,US Open,us-open,560,"New York, NY, U.S.A.",1989.08.28 - 1989.09.10,128,64,Outdoor,Hard,Pete Sampras,pete-sampras,s402,90,91,Round of 16,Jay Berger,jay-berger,b281,13,L,57 26 16,0,3,3,8,19,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,US Open,us-open,560,"New York, NY, U.S.A.",1989.08.28 - 1989.09.10,128,64,Outdoor,Hard,Pete Sampras,pete-sampras,s402,90,91,Round of 32,Jaime Yzaga,jaime-yzaga,y017,28,W,46 64 63 62,3,1,4,22,15,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,US Open,us-open,560,"New York, NY, U.S.A.",1989.08.28 - 1989.09.10,128,64,Outdoor,Hard,Pete Sampras,pete-sampras,s402,90,91,Round of 64,Mats Wilander,mats-wilander,w023,5,W,57 63 16 61 64,3,2,5,24,21,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,US Open,us-open,560,"New York, NY, U.S.A.",1989.08.28 - 1989.09.10,128,64,Outdoor,Hard,Pete Sampras,pete-sampras,s402,90,91,Round of 128,Agustin Moreno,agustin-moreno,m130,335,W,63 57 64 61,3,1,4,23,15,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Cincinnati,cincinnati,422,"Cincinnati, OH, U.S.A.",1989.08.14 - 1989.08.20,64,32,Outdoor,Hard,Pete Sampras,pete-sampras,s402,29,94,Round of 16,Brad Gilbert,brad-gilbert,g016,9,L,76 36 46,1,2,3,14,18,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Cincinnati,cincinnati,422,"Cincinnati, OH, U.S.A.",1989.08.14 - 1989.08.20,64,32,Outdoor,Hard,Pete Sampras,pete-sampras,s402,29,94,Round of 32,Andrei Olhovskiy,andrei-olhovskiy,o009,394,W,75 26 63,2,1,3,15,14,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Cincinnati,cincinnati,422,"Cincinnati, OH, U.S.A.",1989.08.14 - 1989.08.20,64,32,Outdoor,Hard,Pete Sampras,pete-sampras,s402,29,94,Round of 64,John Fitzgerald,john-fitzgerald,f028,31,W,64 64,2,0,2,12,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Indianapolis,,,"Indianapolis, IN, U.S.A.",1989.08.07 - 1989.08.13,56,28,Outdoor,Hard,Pete Sampras,pete-sampras,s402,37,105,Quarter-Finals,Aaron Krickstein,aaron-krickstein,k023,13,L,57 36,0,2,2,8,13,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Indianapolis,,,"Indianapolis, IN, U.S.A.",1989.08.07 - 1989.08.13,56,28,Outdoor,Hard,Pete Sampras,pete-sampras,s402,37,105,Round of 16,Johan Carlsson,johan-carlsson,c018,138,W,63 64,2,0,2,12,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Indianapolis,,,"Indianapolis, IN, U.S.A.",1989.08.07 - 1989.08.13,56,28,Outdoor,Hard,Pete Sampras,pete-sampras,s402,37,105,Round of 32,Simon Youl,simon-youl,y002,122,W,61 64,2,0,2,12,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Indianapolis,,,"Indianapolis, IN, U.S.A.",1989.08.07 - 1989.08.13,56,28,Outdoor,Hard,Pete Sampras,pete-sampras,s402,37,105,Round of 64,Kent Kinnear,kent-kinnear,k156,387,W,46 76 64,2,1,3,17,16,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Stratton Mountain,,,"Stratton Mountain, VT, U.S.A.",1989.07.31 - 1989.08.06,64,32,Outdoor,Hard,Pete Sampras,pete-sampras,s402,1,103,Round of 64,Michael Chang,michael-chang,c274,6,L,46 46,0,2,2,8,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Wimbledon,wimbledon,540,"London, England",1989.06.26 - 1989.07.09,128,64,Outdoor,Grass,Pete Sampras,pete-sampras,s402,1,86,Round of 128,Todd Woodbridge,todd-woodbridge,w136,244,L,57 67 75 36,1,3,4,21,25,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,London / Queen's Club,london,311,"London, Great Britain",1989.06.12 - 1989.06.18,64,32,Outdoor,Grass,Pete Sampras,pete-sampras,s402,39,94,Round of 16,Paul Annacone,paul-annacone,a027,49,L,76 57 36,1,2,3,15,19,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,London / Queen's Club,london,311,"London, Great Britain",1989.06.12 - 1989.06.18,64,32,Outdoor,Grass,Pete Sampras,pete-sampras,s402,39,94,Round of 32,Kevin Curren,kevin-curren,c057,14,W,63 63,2,0,2,12,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,London / Queen's Club,london,311,"London, Great Britain",1989.06.12 - 1989.06.18,64,32,Outdoor,Grass,Pete Sampras,pete-sampras,s402,39,94,Round of 64,Tom Nijssen,tom-nijssen,n018,103,W,63 76,2,0,2,13,9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Roland Garros,roland-garros,520,"Paris, France",1989.05.29 - 1989.06.11,128,64,Outdoor,Clay,Pete Sampras,pete-sampras,s402,13,92,Round of 64,Michael Chang,michael-chang,c274,19,L,16 16 16,0,3,3,3,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Roland Garros,roland-garros,520,"Paris, France",1989.05.29 - 1989.06.11,128,64,Outdoor,Clay,Pete Sampras,pete-sampras,s402,13,92,Round of 128,Jorge Lozano,jorge-lozano,l041,128,W,63 62 64,3,0,3,18,9,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Rome,rome,416,"Rome, Italy",1989.05.15 - 1989.05.21,64,32,Outdoor,Clay,Pete Sampras,pete-sampras,s402,16,92,Round of 32,Andre Agassi,andre-agassi,a092,5,L,26 16,0,2,2,3,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Rome,rome,416,"Rome, Italy",1989.05.15 - 1989.05.21,64,32,Outdoor,Clay,Pete Sampras,pete-sampras,s402,16,92,Round of 64,Diego Perez,diego-perez,p021,132,W,62 63,2,0,2,12,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Forest Hills,,,"Forest Hills, NY, U.S.A.",1989.05.01 - 1989.05.07,56,28,Outdoor,Clay,Pete Sampras,pete-sampras,s402,1,94,Round of 64,Jaime Yzaga,jaime-yzaga,y017,56,L,67 16,0,2,2,7,13,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Key Biscayne,miami,403,"Key Biscayne, FL, U.S.A.",1989.03.20 - 1989.04.02,128,64,Outdoor,Hard,Pete Sampras,pete-sampras,s402,1,85,Round of 128,Christian Bergstrom,christian-bergstrom,b040,54,L,46 16 16,0,3,3,6,18,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Indian Wells,indian-wells,404,"Indian Wells, CA, U.S.A.",1989.03.13 - 1989.03.19,56,28,Outdoor,Hard,Pete Sampras,pete-sampras,s402,55,113,Round of 16,Miloslav Mecir Sr.,miloslav-mecir-sr,m052,13,L,06 16,0,2,2,1,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Indian Wells,indian-wells,404,"Indian Wells, CA, U.S.A.",1989.03.13 - 1989.03.19,56,28,Outdoor,Hard,Pete Sampras,pete-sampras,s402,55,113,Round of 32,Anders Jarryd,anders-jarryd,j006,28,W,75 62,2,0,2,13,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Indian Wells,indian-wells,404,"Indian Wells, CA, U.S.A.",1989.03.13 - 1989.03.19,56,28,Outdoor,Hard,Pete Sampras,pete-sampras,s402,55,113,Round of 64,Aaron Krickstein,aaron-krickstein,k023,15,W,57 76 76,2,1,3,19,19,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Philadelphia,,,"Philadelphia, PA, U.S.A.",1989.02.20 - 1989.02.26,48,24,Indoor,Carpet,Pete Sampras,pete-sampras,s402,13,99,Round of 32,David Pate,david-pate,p012,51,L,62 67 36,1,2,3,15,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Philadelphia,,,"Philadelphia, PA, U.S.A.",1989.02.20 - 1989.02.26,48,24,Indoor,Carpet,Pete Sampras,pete-sampras,s402,13,99,Round of 64,Horacio De La Pena,horacio-de-la-pena,d008,57,W,63 64,2,0,2,12,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Memphis,memphis,402,"Memphis, TN, U.S.A.",1989.02.13 - 1989.02.19,48,24,Indoor,Hard,Pete Sampras,pete-sampras,s402,9,91,Round of 32,Mikael Pernfors,mikael-pernfors,p024,18,L,26 26,0,2,2,4,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Memphis,memphis,402,"Memphis, TN, U.S.A.",1989.02.13 - 1989.02.19,48,24,Indoor,Hard,Pete Sampras,pete-sampras,s402,9,91,Round of 64,Tim Wilkison,tim-wilkison,w019,106,W,63 62,2,0,2,12,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Australian Open,australian-open,580,"Melbourne, Australia",1989.01.16 - 1989.01.29,128,64,Outdoor,Hard,Pete Sampras,pete-sampras,s402,1,87,Round of 128,Christian Saceanu,christian-saceanu,s288,81,L,46 46 67,0,3,3,14,19,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Adelaide,,,"Adelaide, Australia",1989.01.02 - 1989.01.08,32,16,Outdoor,Hard,Pete Sampras,pete-sampras,s402,16,0,Quarter-Finals,Alexander Volkov,alexander-volkov,v037,-,L,62 16 46,1,2,3,11,14,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Adelaide,,,"Adelaide, Australia",1989.01.02 - 1989.01.08,32,16,Outdoor,Hard,Pete Sampras,pete-sampras,s402,16,0,Round of 16,Jason Stoltenberg,jason-stoltenberg,s331,-,W,63 62,2,0,2,12,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Adelaide,,,"Adelaide, Australia",1989.01.02 - 1989.01.08,32,16,Outdoor,Hard,Pete Sampras,pete-sampras,s402,16,0,Round of 32,Jeremy Bates,jeremy-bates,b021,-,W,62 63,2,0,2,12,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Grand Slam Cup,,,"Munich, Germany",1990.12.10 - 1990.12.23,16,0,Indoor,Carpet,Pete Sampras,pete-sampras,s402,0,5,Finals,Brad Gilbert,brad-gilbert,g016,10,W,63 64 62,3,0,3,18,9,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Grand Slam Cup,,,"Munich, Germany",1990.12.10 - 1990.12.23,16,0,Indoor,Carpet,Pete Sampras,pete-sampras,s402,0,5,Semi-Finals,Michael Chang,michael-chang,c274,15,W,63 64 64,3,0,3,18,11,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Grand Slam Cup,,,"Munich, Germany",1990.12.10 - 1990.12.23,16,0,Indoor,Carpet,Pete Sampras,pete-sampras,s402,0,5,Quarter-Finals,Goran Ivanisevic,goran-ivanisevic,i034,9,W,76 67 86,2,1,3,21,19,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Grand Slam Cup,,,"Munich, Germany",1990.12.10 - 1990.12.23,16,0,Indoor,Carpet,Pete Sampras,pete-sampras,s402,0,5,Round of 16,Andrei Cherkasov,andrei-cherkasov,c260,21,W,57 62 75,2,1,3,18,14,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,ATP Tour World Championship,atp-finals,605,Germany,1990.11.12 - 1990.11.18,8,0,Indoor,Carpet,Pete Sampras,pete-sampras,s402,50,5,Round Robin,Stefan Edberg,stefan-edberg,e004,1,L,57 46,0,2,2,9,13,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,ATP Tour World Championship,atp-finals,605,Germany,1990.11.12 - 1990.11.18,8,0,Indoor,Carpet,Pete Sampras,pete-sampras,s402,50,5,Round Robin,Emilio Sanchez,emilio-sanchez,s014,8,W,62 64,2,0,2,12,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,ATP Tour World Championship,atp-finals,605,Germany,1990.11.12 - 1990.11.18,8,0,Indoor,Carpet,Pete Sampras,pete-sampras,s402,50,5,Round Robin,Andre Agassi,andre-agassi,a092,4,L,46 26,0,2,2,6,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Wembley,,,"Wembley, England",1990.11.05 - 1990.11.11,32,16,Indoor,Carpet,Pete Sampras,pete-sampras,s402,15,5,Round of 16,Christian Bergstrom,christian-bergstrom,b040,83,L,(W/O),0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
