year, tourney_name, tourney_slug, tourney_id, tourney_location, tourney_dates, tourney_singles_draw, tourney_doubles_draw, tourney_conditions, tourney_surface, tourney_singles_winner_name, tourney_singles_winner_slug, tourney_singles_winner_player_id, tourney_doubles_winner1_name, tourney_doubles_winner1_slug, tourney_doubles_winner1_player_id, tourney_doubles_winner2_name, tourney_doubles_winner2_slug, tourney_doubles_winner2_player_id, tourney_round_name, winner_name, winner_slug, winner_player_id, loser_name, loser_slug, loser_player_id, match_score, games_total, sets_total, tiebreaks_total, winner_games_won, winner_games_lost, winner_sets_won, winner_sets_lost, winner_tiebreaks_won, winner_tiebreaks_lost, loser_games_won, loser_games_lost, loser_sets_won, loser_sets_lost, loser_tiebreaks_won, loser_tiebreaks_lost
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 16,Milos Raonic,milos-raonic,r975,Ivan Dodig,ivan-dodig,d646,67(2) 61 64,30,3,1,18,12,2,1,0,1,12,18,1,2,1,0
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 16,Lucas Pouille,lucas-pouille,pf39,David Goffin,david-goffin,gb88,76(5) 46 63,32,3,1,17,15,2,1,1,0,15,17,1,2,0,1
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 16,Bernard Tomic,bernard-tomic,ta46,Radek Stepanek,radek-stepanek,s694,76(6) 46 76(4) ,36,3,2,18,18,2,1,2,0,18,18,1,2,0,2
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 16,Dominic Thiem,dominic-thiem,tb69,Denis Kudla,denis-kudla,kb09,63 62,17,2,,12,5,2,0,,,5,12,0,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 16,Grigor Dimitrov,grigor-dimitrov,d875,Viktor Troicki,viktor-troicki,t840,57 76(6) 62,33,3,1,18,15,2,1,1,0,15,18,1,2,0,1
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 32,Grigor Dimitrov,grigor-dimitrov,d875,Gilles Simon,gilles-simon,sd32,63 76(10) ,22,2,1,13,9,2,0,1,0,9,13,0,2,0,1
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 32,David Goffin,david-goffin,gb88,Thomaz Bellucci,thomaz-bellucci,bd20,64 64,20,2,,12,8,2,0,,,8,12,0,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 32,Bernard Tomic,bernard-tomic,ta46,Nicolas Mahut,nicolas-mahut,m873,64 63,19,2,,12,7,2,0,,,7,12,0,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 32,Dominic Thiem,dominic-thiem,tb69,James Duckworth,james-duckworth,d994,36 64 63,28,3,,15,13,2,1,,,13,15,1,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 32,Hyeon Chung,hyeon-chung,ch27,Sam Groth,sam-groth,g940,76(8) 64,23,2,1,13,10,2,0,1,0,10,13,0,2,0,1
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 32,Ivan Dodig,ivan-dodig,d646,Oliver Anderson,oliver-anderson,ad23,63 62,17,2,,12,5,2,0,,,5,12,0,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 32,Tobias Kamke,tobias-kamke,k839,Benjamin Mitchell,benjamin-mitchell,mk40,62 64,18,2,,12,6,2,0,,,6,12,0,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 32,Denis Kudla,denis-kudla,kb09,John-Patrick Smith,john-patrick-smith,sj55,46 63 62,27,3,,16,11,2,1,,,11,16,1,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 32,Mikhail Kukushkin,mikhail-kukushkin,k926,Denis Istomin,denis-istomin,i165,62 75,20,2,,13,7,2,0,,,7,13,0,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 32,Lucas Pouille,lucas-pouille,pf39,Yoshihito Nishioka,yoshihito-nishioka,n732,46 63 75,31,3,,17,14,2,1,,,14,17,1,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 32,Radek Stepanek,radek-stepanek,s694,Dusan Lajovic,dusan-lajovic,l987,60 63,15,2,,12,3,2,0,,,3,12,0,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,Round of 32,Viktor Troicki,viktor-troicki,t840,Steve Johnson,steve-johnson,j386,76(3) 61,20,2,1,13,7,2,0,1,0,7,13,0,2,0,1
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,2nd Round Qualifying,Yoshihito Nishioka,yoshihito-nishioka,n732,Ernests Gulbis,ernests-gulbis,g858,63 64,19,2,,12,7,2,0,,,7,12,0,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,2nd Round Qualifying,Ivan Dodig,ivan-dodig,d646,Jared Donaldson,jared-donaldson,dc58,63 36 64,28,3,,15,13,2,1,,,13,15,1,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,2nd Round Qualifying,Oliver Anderson,oliver-anderson,ad23,Tim Smyczek,tim-smyczek,sf62,67(3) 76(1) 62,34,3,2,19,15,2,1,1,1,15,19,1,2,1,1
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,2nd Round Qualifying,Tobias Kamke,tobias-kamke,k839,Jurgen Zopp,jurgen-zopp,z254,63 62,17,2,,12,5,2,0,,,5,12,0,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,1st Round Qualifying,Ernests Gulbis,ernests-gulbis,g858,Marius Copil,marius-copil,ca99,64 62,18,2,,12,6,2,0,,,6,12,0,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,1st Round Qualifying,Ivan Dodig,ivan-dodig,d646,Omar Jasika,omar-jasika,j553,61 63,16,2,,12,4,2,0,,,4,12,0,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,1st Round Qualifying,Jurgen Zopp,jurgen-zopp,z254,Thiemo de Bakker,thiemo-de-bakker,d776,64 76(3) ,23,2,1,13,10,2,0,1,0,10,13,0,2,0,1
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,1st Round Qualifying,Tim Smyczek,tim-smyczek,sf62,Matt Reid,matt-reid,r977,63 67(5) 63,31,3,1,18,13,2,1,0,1,13,18,1,2,1,0
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,1st Round Qualifying,Yoshihito Nishioka,yoshihito-nishioka,n732,Lukasz Kubot,lukasz-kubot,k540,62 60,14,2,,12,2,2,0,,,2,12,0,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,1st Round Qualifying,Jared Donaldson,jared-donaldson,dc58,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,36 63 64,28,3,,15,13,2,1,,,13,15,1,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,1st Round Qualifying,Tobias Kamke,tobias-kamke,k839,Norbert Gombos,norbert-gombos,gb93,62 75,20,2,,13,7,2,0,,,7,13,0,2,,
2016,Brisbane International presented by Suncorp,brisbane,339,"Brisbane, Australia",2016.01.04,28,28,Outdoor,Hard,Milos Raonic,milos-raonic,r975,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,1st Round Qualifying,Oliver Anderson,oliver-anderson,ad23,Dennis Novikov,dennis-novikov,n674,36 64 64,29,3,,15,14,2,1,,,14,15,1,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Finals,Stan Wawrinka,stan-wawrinka,w367,Borna Coric,borna-coric,cg80,63 75,21,2,,13,8,2,0,,,8,13,0,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Semi-Finals,Stan Wawrinka,stan-wawrinka,w367,Benoit Paire,benoit-paire,pd31,63 64,19,2,,12,7,2,0,,,7,12,0,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Semi-Finals,Borna Coric,borna-coric,cg80,Aljaz Bedene,aljaz-bedene,bh09,76(5) 67(5) 63,35,3,2,19,16,2,1,1,1,16,19,1,2,1,1
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Quarter-Finals,Stan Wawrinka,stan-wawrinka,w367,Guillermo Garcia-Lopez,guillermo-garcia-lopez,g476,64 64,20,2,,12,8,2,0,,,8,12,0,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Quarter-Finals,Benoit Paire,benoit-paire,pd31,Thomas Fabbiano,thomas-fabbiano,f586,64 75,22,2,,13,9,2,0,,,9,13,0,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Quarter-Finals,Borna Coric,borna-coric,cg80,Roberto Bautista Agut,roberto-bautista-agut,bd06,36 64 76(1) ,32,3,1,16,16,2,1,1,0,16,16,1,2,0,1
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Quarter-Finals,Aljaz Bedene,aljaz-bedene,bh09,Ramkumar Ramanathan,ramkumar-ramanathan,rb56,67(5) 64 63,32,3,1,18,14,2,1,0,1,14,18,1,2,1,0
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 16,Stan Wawrinka,stan-wawrinka,w367,Andrey Rublev,andrey-rublev,re44,63 62,17,2,,12,5,2,0,,,5,12,0,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 16,Benoit Paire,benoit-paire,pd31,Lukas Rosol,lukas-rosol,r685,75 75,24,2,,14,10,2,0,,,10,14,0,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 16,Roberto Bautista Agut,roberto-bautista-agut,bd06,John Millman,john-millman,mh30,64 61,17,2,,12,5,2,0,,,5,12,0,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 16,Guillermo Garcia-Lopez,guillermo-garcia-lopez,g476,Ante Pavic,ante-pavic,pc78,76(5) 61,20,2,1,13,7,2,0,1,0,7,13,0,2,0,1
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 16,Thomas Fabbiano,thomas-fabbiano,f586,Gilles Muller,gilles-muller,ma30,64 75,22,2,,13,9,2,0,,,9,13,0,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 16,Borna Coric,borna-coric,cg80,Austin Krajicek,austin-krajicek,ka00,62 75,20,2,,13,7,2,0,,,7,13,0,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 16,Aljaz Bedene,aljaz-bedene,bh09,Luca Vanni,luca-vanni,v495,57 63 64,31,3,,17,14,2,1,,,14,17,1,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 16,Ramkumar Ramanathan,ramkumar-ramanathan,rb56,Alexander Kudryavtsev,alexander-kudryavtsev,k596,36 64 64,29,3,,15,14,2,1,,,14,15,1,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 32,Guillermo Garcia-Lopez,guillermo-garcia-lopez,g476,Taro Daniel,taro-daniel,da81,46 75 62,30,3,,17,13,2,1,,,13,17,1,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 32,Gilles Muller,gilles-muller,ma30,Karen Khachanov,karen-khachanov,ke29,67(3) 76(4) 62,34,3,2,19,15,2,1,1,1,15,19,1,2,1,1
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 32,Aljaz Bedene,aljaz-bedene,bh09,Vasek Pospisil,vasek-pospisil,pd07,75 76(6) ,25,2,1,14,11,2,0,1,0,11,14,0,2,0,1
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 32,Borna Coric,borna-coric,cg80,Marcel Granollers,marcel-granollers,g710,76(5) 26 64,31,3,1,15,16,2,1,1,0,16,15,1,2,0,1
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 32,Thomas Fabbiano,thomas-fabbiano,f586,Jozef Kovalik,jozef-kovalik,kc04,16 63 64,26,3,,13,13,2,1,,,13,13,1,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 32,Austin Krajicek,austin-krajicek,ka00,Rajeev Ram,rajeev-ram,r548,67(0) 64 64,33,3,1,18,15,2,1,0,1,15,18,1,2,1,0
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 32,John Millman,john-millman,mh30,Evgeny Donskoy,evgeny-donskoy,d864,67(5) 64 76(6) ,36,3,2,19,17,2,1,1,1,17,19,1,2,1,1
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 32,Ante Pavic,ante-pavic,pc78,Nicolas Almagro,nicolas-almagro,a479,36 75 76(1) ,34,3,1,17,17,2,1,1,0,17,17,1,2,0,1
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 32,Ramkumar Ramanathan,ramkumar-ramanathan,rb56,Daniel Gimeno-Traver,daniel-gimeno-traver,g676,62 60,14,2,,12,2,2,0,,,2,12,0,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 32,Lukas Rosol,lukas-rosol,r685,Santiago Giraldo,santiago-giraldo,g725,63 64,19,2,,12,7,2,0,,,7,12,0,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 32,Andrey Rublev,andrey-rublev,re44,Somdev Devvarman,somdev-devvarman,d616,63 36 63,27,3,,15,12,2,1,,,12,15,1,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,Round of 32,Luca Vanni,luca-vanni,v495,Jan-Lennard Struff,jan-lennard-struff,sl28,64 76(5) ,23,2,1,13,10,2,0,1,0,10,13,0,2,0,1
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,2nd Round Qualifying,Somdev Devvarman,somdev-devvarman,d616,James Ward,james-ward,w503,26 75 64,30,3,,15,15,2,1,,,15,15,1,2,,
2016,Aircel Chennai Open,chennai,891,"Chennai, India",2016.01.04,28,28,Outdoor,Hard,Stan Wawrinka,stan-wawrinka,w367,Oliver Marach,oliver-marach,m760,Fabrice Martin,fabrice-martin,me04,2nd Round Qualifying,Thomas Fabbiano,thomas-fabbiano,f586,Saketh Myneni,saketh-myneni,me64,64 62,18,2,,12,6,2,0,,,6,12,0,2,,
