tourney_year,tourney_name,tourney_name_slug,tourney_id,tourney_location,tourney_dates,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,player_name,player_slug,player_id,player_event_points,player_ranking,match_round,opponent_name,opponent_name_slug,opponent_player_id,opponent_rank,match_win_loss,match_score,sets_won,sets_lost,sets_total,games_won,games_lost,games_total,tiebreaks_won,tiebreaks_lost,tiebreaks_total,match_time,match_duration,player_aces,player_double_faults,player_first_serves_in,player_first_serves_total,player_first_serve_points_won,player_first_serve_points_total,player_second_serve_points_won,player_second_serve_points_total,player_break_points_saved,player_break_points_serve_total,player_service_points_won,player_service_points_total,player_first_serve_return_won,player_first_serve_return_total,player_second_serve_return_won,player_second_serve_return_total,player_break_points_converted,player_break_points_return_total,player_service_games_played,player_return_games_played,player_return_points_won,player_return_points_total,player_total_points_won,player_total_points_total,opponent_aces,opponent_double_faults,opponent_first_serves_in,opponent_first_serves_total,opponent_first_serve_points_won,opponent_first_serve_points_total,opponent_second_serve_points_won,opponent_second_serve_points_total,opponent_break_points_saved,opponent_break_points_serve_total,opponent_service_points_won,opponent_service_points_total,opponent_first_serve_return_won,opponent_first_serve_return_total,opponent_second_serve_return_won,opponent_second_serve_return_total,opponent_break_points_converted,opponent_break_points_return_total,opponent_service_games_played,opponent_return_games_played,opponent_return_points_won,opponent_return_points_total,opponent_total_points_won,opponent_total_points_total
2002,Spain F10,,,"Vigo, Spain",2002.08.12 - 2002.08.18,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,18,466,Finals,Antonio Pastorino,antonio-pastorino,p603,639,W,46 76(4) 64,2,1,3,17,16,33,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Spain F10,,,"Vigo, Spain",2002.08.12 - 2002.08.18,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,18,466,Semi-Finals,Lamine Ouahab,lamine-ouahab,o207,1168,W,63 61,2,0,2,12,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Spain F10,,,"Vigo, Spain",2002.08.12 - 2002.08.18,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,18,466,Quarter-Finals,Solon Peppas,solon-peppas,p350,389,W,64 26 63,2,1,3,14,13,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Spain F10,,,"Vigo, Spain",2002.08.12 - 2002.08.18,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,18,466,Round of 16,Marc Fornell-Mestres,marc-fornell-mestres,f375,453,W,61 64,2,0,2,12,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Spain F10,,,"Vigo, Spain",2002.08.12 - 2002.08.18,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,18,466,Round of 32,Pedro Leao,pedro-leao,l499,863,W,60 62,2,0,2,12,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Spain F7,,,"Gandia, Spain",2002.07.22 - 2002.07.28,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,4,489,Semi-Finals,Mounir El Aarej,mounir-el-aarej,e159,516,L,76(1) 26 36,1,2,3,12,18,30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Spain F7,,,"Gandia, Spain",2002.07.22 - 2002.07.28,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,4,489,Quarter-Finals,Miguel Angel Lopez Jaen,miguel-angel-lopez-jaen,l513,418,W,26 62 63,2,1,3,14,11,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Spain F7,,,"Gandia, Spain",2002.07.22 - 2002.07.28,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,4,489,Round of 16,Ezequiel Velez,ezequiel-velez,v246,757,W,62 61,2,0,2,12,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Spain F7,,,"Gandia, Spain",2002.07.22 - 2002.07.28,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,4,489,Round of 32,Gabriel Frias,gabriel-frias,f421,862,W,63 62,2,0,2,12,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Spain F5,,,"Alicante, Spain",2002.07.08 - 2002.07.14,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,18,598,Finals,Marc Fornell-Mestres,marc-fornell-mestres,f375,533,W,75 36 63,2,1,3,16,14,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Spain F5,,,"Alicante, Spain",2002.07.08 - 2002.07.14,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,18,598,Semi-Finals,Oscar Hernandez,oscar-hernandez,h472,334,W,62 64,2,0,2,12,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Spain F5,,,"Alicante, Spain",2002.07.08 - 2002.07.14,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,18,598,Quarter-Finals,Gabriel Trujillo-Soler,gabriel-trujillo-soler,t296,413,W,64 63,2,0,2,12,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Spain F5,,,"Alicante, Spain",2002.07.08 - 2002.07.14,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,18,598,Round of 16,Santiago Ventura,santiago-ventura,v251,296,W,63 62,2,0,2,12,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Spain F5,,,"Alicante, Spain",2002.07.08 - 2002.07.14,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,18,598,Round of 32,Jose Checa-Calvo,jose-checa-calvo,c866,-,W,62 64,2,0,2,12,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Mallorca,,,"Mallorca, Spain",2002.04.29 - 2002.05.05,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,15,762,Round of 16,Olivier Rochus,olivier-rochus,r397,70,L,26 26,0,2,2,4,12,16,,,,1:02:00,62,0,0,49,59,28,49,2,10,5,9,30,59,11,34,2,14,0,0,8,8,13,48,43,107,1,0,34,48,23,34,12,14,0,0,35,48,21,49,8,10,4,9,8,8,29,59,64,107
2002,Mallorca,,,"Mallorca, Spain",2002.04.29 - 2002.05.05,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,15,762,Round of 32,Ramon Delgado,ramon-delgado,d316,81,W,64 64,2,0,2,12,8,20,,,,1:23:00,83,1,1,59,66,36,59,3,7,6,9,39,66,18,41,13,18,5,7,10,10,31,59,70,125,2,1,41,59,23,41,5,18,2,7,28,59,23,59,4,7,3,9,10,10,27,66,55,125
2003,Basel,basel,328,"Basel, Switzerland",2003.10.20 - 2003.10.26,32,16,Indoor,Carpet,Rafael Nadal,rafael-nadal,n409,5,48,Round of 32,Feliciano Lopez,feliciano-lopez,l397,30,L,63 36 67(4) ,1,2,3,15,16,31,0,1,1,2:02:00,122,0,2,80,98,52,80,13,18,1,3,65,98,11,49,18,48,2,10,15,15,29,97,94,195,13,5,49,97,38,49,30,48,8,10,68,97,28,80,5,18,2,3,15,15,33,98,101,195
2003,ATP Masters Series Madrid,madrid,1536,"Madrid, Spain",2003.10.13 - 2003.10.19,48,16,Indoor,Hard,Rafael Nadal,rafael-nadal,n409,5,49,Round of 64,Alex Corretja,alex-corretja,c344,127,L,26 63 46,1,2,3,12,15,27,,,,2:07:00,127,1,1,57,80,32,57,11,23,4,10,43,80,15,47,21,35,4,9,14,13,36,82,79,162,3,7,47,82,32,47,14,35,5,9,46,82,25,57,12,23,6,10,13,14,37,80,83,162
2003,Lyon,,,"Lyon, France",2003.10.06 - 2003.10.12,32,16,Indoor,Carpet,Rafael Nadal,rafael-nadal,n409,5,47,Round of 32,Dominik Hrbaty,dominik-hrbaty,h377,62,L,36 57,0,2,2,8,13,21,,,,1:17:00,77,2,7,52,72,31,52,7,20,4,8,38,72,5,30,11,25,2,3,10,11,16,55,54,127,4,4,30,55,25,30,14,25,1,3,39,55,21,52,13,20,4,8,11,10,34,72,73,127
2003,St. Jean De Luz,,,"St. Jean De Luz, France",2003.09.15 - 2003.09.21,32,16,Indoor,Hard,Rafael Nadal,rafael-nadal,n409,9,46,Round of 16,Richard Gasquet,richard-gasquet,g628,123,L,26 (RET),0,1,2,2,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,St. Jean De Luz,,,"St. Jean De Luz, France",2003.09.15 - 2003.09.21,32,16,Indoor,Hard,Rafael Nadal,rafael-nadal,n409,9,46,Round of 32,Rodolphe Cadart,rodolphe-cadart,c463,226,W,62 61,2,0,2,12,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,US Open,us-open,560,"New York, NY, U.S.A.",2003.08.25 - 2003.09.07,128,64,Outdoor,Hard,Rafael Nadal,rafael-nadal,n409,35,45,Round of 64,Younes El Aynaoui,younes-el-aynaoui,e121,21,L,67(6) 36 67(6) ,0,3,3,15,20,35,0,2,2,2:43:00,163,3,6,83,109,59,83,13,26,9,12,72,109,18,76,15,36,2,5,16,17,33,112,105,221,15,2,76,112,58,76,21,36,3,5,79,112,24,83,13,26,3,12,17,16,37,109,116,221
2003,US Open,us-open,560,"New York, NY, U.S.A.",2003.08.25 - 2003.09.07,128,64,Outdoor,Hard,Rafael Nadal,rafael-nadal,n409,35,45,Round of 128,Fernando Vicente,fernando-vicente,v195,61,W,64 63 63,3,0,3,18,10,28,,,,2:13:00,133,2,4,46,82,37,46,23,36,3,3,60,82,21,65,27,46,4,18,14,14,48,111,108,193,9,8,65,111,44,65,19,46,14,18,63,111,9,46,13,36,0,3,14,14,22,82,85,193
2003,Segovia,,,"Segovia, Spain",2003.07.28 - 2003.08.03,32,16,Outdoor,Hard,Rafael Nadal,rafael-nadal,n409,80,51,Finals,Tomas Zib,tomas-zib,z074,214,W,62 76(1) ,2,0,2,13,8,21,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Segovia,,,"Segovia, Spain",2003.07.28 - 2003.08.03,32,16,Outdoor,Hard,Rafael Nadal,rafael-nadal,n409,80,51,Semi-Finals,Paul Baccanello,paul-baccanello,b681,171,W,76(2) 64,2,0,2,13,10,23,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Segovia,,,"Segovia, Spain",2003.07.28 - 2003.08.03,32,16,Outdoor,Hard,Rafael Nadal,rafael-nadal,n409,80,51,Quarter-Finals,Gilles Muller,gilles-muller,ma30,188,W,26 75 63,2,1,3,15,14,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Segovia,,,"Segovia, Spain",2003.07.28 - 2003.08.03,32,16,Outdoor,Hard,Rafael Nadal,rafael-nadal,n409,80,51,Round of 16,Massimo Dell'Acqua,massimo-dellacqua,d361,169,W,75 63,2,0,2,13,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Segovia,,,"Segovia, Spain",2003.07.28 - 2003.08.03,32,16,Outdoor,Hard,Rafael Nadal,rafael-nadal,n409,80,51,Round of 32,Robin Vik,robin-vik,v247,250,W,63 46 62,2,1,3,16,11,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Umag,umag,439,"Umag, Croatia",2003.07.21 - 2003.07.27,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,75,58,Semi-Finals,Carlos Moya,carlos-moya,m605,4,L,46 46,0,2,2,8,12,20,,,,1:19:00,79,0,1,47,65,30,47,9,18,2,4,39,65,5,34,8,20,0,0,10,10,13,54,52,119,4,2,34,54,29,34,12,20,0,0,41,54,17,47,9,18,2,4,10,10,26,65,67,119
2003,Umag,umag,439,"Umag, Croatia",2003.07.21 - 2003.07.27,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,75,58,Quarter-Finals,Magnus Norman,magnus-norman,n250,86,W,63 64,2,0,2,12,7,19,,,,1:33:00,93,0,2,38,68,27,38,18,30,7,8,45,68,7,24,16,30,3,5,10,9,23,54,68,122,1,3,24,54,17,24,14,30,2,5,31,54,11,38,12,30,1,8,9,10,23,68,54,122
2003,Umag,umag,439,"Umag, Croatia",2003.07.21 - 2003.07.27,32,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,75,58,Round of 16,Mariano Puerta,mariano-puerta,p372,100,W,62 64,2,0,2,12,6,18,,,,1:20:00,80,8,1,45,62,34,45,8,17,4,4,42,62,10,30,13,25,3,6,9,9,23,55,65,117,1,2,30,55,20,30,12,25,3,6,32,55,11,45,9,17,0,4,9,9,20,62,52,117
