tourney_year,tourney_name,tourney_name_slug,tourney_id,tourney_location,tourney_dates,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,player_name,player_slug,player_id,player_event_points,player_ranking,match_round,opponent_name,opponent_name_slug,opponent_player_id,opponent_rank,match_win_loss,match_score,sets_won,sets_lost,sets_total,games_won,games_lost,games_total,tiebreaks_won,tiebreaks_lost,tiebreaks_total,match_time,match_duration,player_aces,player_double_faults,player_first_serves_in,player_first_serves_total,player_first_serve_percentage,player_first_serve_points_won,player_first_serve_points_total,player_first_serve_points_won_percentage,player_second_serve_points_won,player_second_serve_points_total,player_second_serve_points_won_percentage,player_break_points_saved,player_break_points_serve_total,player_break_points_saved_percentage,player_service_points_won,player_service_points_total,player_service_points_won_percentage,player_first_serve_return_won,player_first_serve_return_total,player_first_serve_return_percentage,player_second_serve_return_won,player_second_serve_return_total,player_second_serve_return_won_percentage,player_break_points_converted,player_break_points_return_total,player_break_points_converted_percentage,player_service_games_played,player_return_games_played,player_return_points_won,player_return_points_total,player_total_points_won,player_total_points_total,player_total_points_won_percentage,opponent_aces,opponent_double_faults,opponent_first_serves_in,opponent_first_serves_total,opponent_first_serve_percentage,opponent_first_serve_points_won,opponent_first_serve_points_total,opponent_first_serve_points_won_percentage,opponent_second_serve_points_won,opponent_second_serve_points_total,opponent_second_serve_points_won_percentage,opponent_break_points_saved,opponent_break_points_serve_total,opponent_break_points_saved_percentage,opponent_service_points_won,opponent_service_points_total,opponent_service_points_won_percentage,opponent_first_serve_return_won,opponent_first_serve_return_total,opponent_first_serve_return_percentage,opponent_second_serve_return_won,opponent_second_serve_return_total,opponent_second_serve_return_won_percentage,opponent_break_points_converted,opponent_break_points_return_total,opponent_break_points_converted_percentage,opponent_service_games_played,opponent_return_games_played,opponent_return_points_won,opponent_return_points_total,opponent_total_points_won,opponent_total_points_total,opponent_total_points_won_percentage
1999,Brest,,,"Brest, France",1999.10.25 - 1999.10.31,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,97,66,Round of 32,Lionel Roux,lionel-roux,r280,191,W,63 46 64,2,1,3,16,13,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Lyon,,,"Lyon, France",1999.10.18 - 1999.10.24,48,16,Indoor,Carpet,Roger Federer,roger-federer,f324,18,67,Round of 32,Lleyton Hewitt,lleyton-hewitt,h432,27,L,67(4) 62 46,1,2,3,16,15,31,0,1,1,2:11:00,131,5,4,54,109,50,39,54,72,26,55,47,6,10,60,65,109,60,15,47,32,25,50,50,5,12,42,15,15,40,97,105,206,51,3,1,47,97,48,32,47,68,25,50,50,7,12,58,57,97,59,15,54,28,29,55,53,4,10,40,15,15,44,109,101,206,49
1999,Lyon,,,"Lyon, France",1999.10.18 - 1999.10.24,48,16,Indoor,Carpet,Roger Federer,roger-federer,f324,18,67,Round of 64,Daniel Vacek,daniel-vacek,v141,53,W,63 64,2,0,2,12,7,19,,,,1:10:00,70,2,1,33,57,58,25,33,76,15,24,63,4,5,80,40,57,70,9,32,28,22,37,59,4,7,57,9,10,31,69,71,126,56,3,4,32,69,46,23,32,72,15,37,41,3,7,43,38,69,55,8,33,24,9,24,38,1,5,20,10,9,17,57,55,126,44
1999,Vienna,vienna,337,"Vienna, Austria",1999.10.11 - 1999.10.17,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,159,93,Semi-Finals,Greg Rusedski,greg-rusedski,r237,7,L,36 46,0,2,2,7,12,19,,,,1:02:00,62,4,3,41,63,65,28,41,68,11,22,50,1,3,33,39,63,62,3,31,10,5,17,29,0,0,0,9,10,8,48,47,111,42,7,1,31,48,65,28,31,90,12,17,71,0,0,0,40,48,83,13,41,32,11,22,50,2,3,67,10,9,24,63,64,111,58
1999,Vienna,vienna,337,"Vienna, Austria",1999.10.11 - 1999.10.17,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,159,93,Quarter-Finals,Karol Kucera,karol-kucera,k237,15,W,26 64 61,2,1,3,14,11,25,,,,1:29:00,89,6,4,45,77,58,38,45,84,14,32,44,3,5,60,52,77,68,14,41,34,17,38,45,3,10,30,13,12,31,79,83,156,53,6,6,41,79,52,27,41,66,21,38,55,7,10,70,48,79,61,7,45,16,18,32,56,2,5,40,12,13,25,77,73,156,47
1999,Vienna,vienna,337,"Vienna, Austria",1999.10.11 - 1999.10.17,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,159,93,Round of 16,Jiri Novak,jiri-novak,n254,34,W,76(8) 61,2,0,2,13,7,20,1,0,1,1:11:00,71,6,3,35,60,58,24,35,69,13,25,52,1,3,33,37,60,62,22,49,45,14,22,64,5,10,50,9,10,36,71,73,131,56,0,2,49,71,69,27,49,55,8,22,36,5,10,50,35,71,49,11,35,31,12,25,48,2,3,67,10,9,23,60,58,131,44
1999,Vienna,vienna,337,"Vienna, Austria",1999.10.11 - 1999.10.17,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,159,93,Round of 32,Vincent Spadea,vincent-spadea,s544,21,W,64 62,2,0,2,12,6,18,,,,0:59:00,59,4,1,28,51,55,24,28,86,9,23,39,1,3,33,33,51,65,7,20,35,20,31,65,5,7,71,9,9,27,51,60,102,59,3,5,20,51,39,13,20,65,11,31,35,2,7,29,24,51,47,4,28,14,14,23,61,2,3,67,9,9,18,51,42,102,41
1999,Basel,basel,328,"Basel, Switzerland",1999.10.04 - 1999.10.10,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,54,106,Quarter-Finals,Tim Henman,tim-henman,h336,6,L,36 57,0,2,2,8,13,21,,,,1:24:00,84,2,3,54,79,68,28,54,52,14,25,56,6,10,60,42,79,53,13,45,29,8,20,40,2,3,67,10,11,21,65,63,144,44,8,1,45,65,69,32,45,71,12,20,60,1,3,33,44,65,68,26,54,48,11,25,44,4,10,40,11,10,37,79,81,144,56
1999,Basel,basel,328,"Basel, Switzerland",1999.10.04 - 1999.10.10,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,54,106,Round of 16,Alexander Popp,alexander-popp,p395,134,W,62 75,2,0,2,13,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Basel,basel,328,"Basel, Switzerland",1999.10.04 - 1999.10.10,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,54,106,Round of 32,Martin Damm,martin-damm,d214,105,W,62 36 64,2,1,3,15,12,27,,,,1:36:00,96,4,1,45,79,57,34,45,76,18,34,53,2,4,50,52,79,66,9,32,28,14,35,40,3,3,100,14,13,23,67,75,146,51,3,2,32,67,48,23,32,72,21,35,60,0,3,0,44,67,66,11,45,24,16,34,47,2,4,50,13,14,27,79,71,146,49
1999,Toulouse,,,"Toulouse, France",1999.09.27 - 1999.10.03,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,30,96,Round of 16,Fabrice Santoro,fabrice-santoro,s424,39,L,36 67(3) ,0,2,2,9,13,22,0,1,1,1:20:00,80,6,3,49,82,60,30,49,61,15,33,45,6,9,67,45,82,55,9,39,23,7,19,37,1,1,100,11,10,16,58,61,140,44,2,1,39,58,67,30,39,77,12,19,63,0,1,0,42,58,72,19,49,39,18,33,55,3,9,33,10,11,37,82,79,140,56
1999,Toulouse,,,"Toulouse, France",1999.09.27 - 1999.10.03,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,30,96,Round of 32,Rainer Schuettler,rainer-schuettler,s636,46,W,76(4) 61,2,0,2,13,7,20,1,0,1,1:14:00,74,7,2,44,65,68,33,44,75,13,21,62,0,0,0,46,65,71,19,52,37,13,24,54,2,6,33,10,9,32,76,78,141,55,0,3,52,76,68,33,52,63,11,24,46,4,6,67,44,76,58,11,44,25,8,21,38,0,0,0,9,10,19,65,63,141,45
1999,Tashkent,,,"Tashkent, Uzbekistan",1999.09.13 - 1999.09.19,32,16,Outdoor,Hard,Roger Federer,roger-federer,f324,43,104,Round of 16,Peter Wessels,peter-wessels,w254,92,L,64 67(1) 46,1,2,3,16,17,33,0,1,1,1:40:00,100,4,4,52,96,54,35,52,67,23,44,52,5,8,63,58,96,60,14,58,24,20,40,50,3,5,60,16,16,34,98,92,194,47,11,7,58,98,59,44,58,76,20,40,50,2,5,40,64,98,65,17,52,33,21,44,48,3,8,38,16,16,38,96,102,194,53
1999,Tashkent,,,"Tashkent, Uzbekistan",1999.09.13 - 1999.09.19,32,16,Outdoor,Hard,Roger Federer,roger-federer,f324,43,104,Round of 32,Cedric Pioline,cedric-pioline,p226,16,W,64 63,2,0,2,12,7,19,,,,0:53:00,53,9,2,28,47,60,21,28,75,14,19,74,1,2,50,35,47,74,14,31,45,15,32,47,4,9,44,9,10,29,63,64,110,58,3,2,31,63,49,17,31,55,17,32,53,5,9,56,34,63,54,7,28,25,5,19,26,1,2,50,10,9,12,47,46,110,42
1999,Washington,washington,418,"Washington, DC, U.S.A.",1999.08.16 - 1999.08.22,56,28,Outdoor,Hard,Roger Federer,roger-federer,f324,1,104,Round of 64,Bjorn Phau,bjorn-phau,p436,407,L,26 36,0,2,2,5,12,17,,,,1:08:00,68,1,4,42,76,55,26,42,62,11,34,32,4,9,44,37,76,49,10,30,33,9,25,36,1,7,14,9,8,19,55,56,131,43,4,3,30,55,55,20,30,67,16,25,64,6,7,86,36,55,65,16,42,38,23,34,68,5,9,56,8,9,39,76,75,131,57
1999,Segovia,,,"Segovia, Spain",1999.08.02 - 1999.08.08,32,16,Outdoor,Hard,Roger Federer,roger-federer,f324,10,106,Round of 16,Nicolas Escude,nicolas-escude,e140,139,L,63 16 46,1,2,3,11,15,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Segovia,,,"Segovia, Spain",1999.08.02 - 1999.08.08,32,16,Outdoor,Hard,Roger Federer,roger-federer,f324,10,106,Round of 32,Joaquin Munoz-Hernandez,joaquin-munoz-hernandez,m478,520,W,76(5) 64,2,0,2,13,10,23,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,SUI V BEL QF,,,"Brussels, Belgium",1999.07.12 - 1999.07.18,6,3,Outdoor,Clay,Roger Federer,roger-federer,f324,0,109,Round Robin,Xavier Malisse,xavier-malisse,m680,111,L,64 36 57 67(5) ,1,3,4,20,24,44,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,SUI V BEL QF,,,"Brussels, Belgium",1999.07.12 - 1999.07.18,6,3,Outdoor,Clay,Roger Federer,roger-federer,f324,0,109,Round Robin,Christophe Van Garsse,christophe-van-garsse,v170,146,L,67(4) 63 61 57 16,2,3,5,24,24,48,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Gstaad,gstaad,314,"Gstaad, Switzerland",1999.07.05 - 1999.07.11,32,16,Outdoor,Clay,Roger Federer,roger-federer,f324,1,107,Round of 32,Younes El Aynaoui,younes-el-aynaoui,e121,33,L,26 36,0,2,2,5,12,17,,,,0:57:00,57,0,4,33,60,55,20,33,61,12,27,44,4,7,57,32,60,53,2,22,9,7,24,29,0,1,0,8,9,9,46,41,106,39,3,3,22,46,48,20,22,91,17,24,71,1,1,100,37,46,80,13,33,39,15,27,56,3,7,43,9,8,28,60,65,106,61
1999,Wimbledon,wimbledon,540,"London, England",1999.06.21 - 1999.07.04,128,64,Outdoor,Grass,Roger Federer,roger-federer,f324,1,103,Round of 128,Jiri Novak,jiri-novak,n254,59,L,36 63 64 36 46,2,3,5,22,25,47,,,,2:18:00,138,8,6,108,160,68,77,108,71,22,52,42,10,15,67,99,160,62,45,130,35,25,41,61,4,21,19,23,24,70,171,169,331,51,1,5,130,171,76,85,130,65,16,41,39,17,21,81,101,171,59,31,108,29,30,52,58,5,15,33,24,23,61,160,162,331,49
1999,London / Queen's Club,london,311,"London, Great Britain",1999.06.07 - 1999.06.13,56,28,Outdoor,Grass,Roger Federer,roger-federer,f324,1,104,Round of 64,Byron Black,byron-black,b397,37,L,36 06,0,2,2,3,12,15,,,,0:52:00,52,0,4,33,55,60,15,33,45,9,22,41,3,8,38,24,55,44,8,29,28,9,21,43,1,2,50,7,8,17,50,41,105,39,2,0,29,50,58,21,29,72,12,21,57,1,2,50,33,50,66,18,33,55,13,22,59,5,8,63,8,7,31,55,64,105,61
1999,Surbiton,,,"Surbiton, England",1999.05.31 - 1999.06.06,32,16,Outdoor,Grass,Roger Federer,roger-federer,f324,33,111,Semi-Finals,Sargis Sargsian,sargis-sargsian,s545,75,L,76 36 67,1,2,3,16,19,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Surbiton,,,"Surbiton, England",1999.05.31 - 1999.06.06,32,16,Outdoor,Grass,Roger Federer,roger-federer,f324,33,111,Quarter-Finals,Alex O'Brien,alex-obrien,o099,173,W,61 64,2,0,2,12,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Surbiton,,,"Surbiton, England",1999.05.31 - 1999.06.06,32,16,Outdoor,Grass,Roger Federer,roger-federer,f324,33,111,Round of 16,John van Lottum,john-van-lottum,v201,64,W,63 36 61,2,1,3,15,10,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Surbiton,,,"Surbiton, England",1999.05.31 - 1999.06.06,32,16,Outdoor,Grass,Roger Federer,roger-federer,f324,33,111,Round of 32,Maurice Ruah,maurice-ruah,r224,175,W,76 62,2,0,2,13,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Roland Garros,roland-garros,520,"Paris, France",1999.05.24 - 1999.06.06,128,64,Outdoor,Clay,Roger Federer,roger-federer,f324,1,111,Round of 128,Patrick Rafter,patrick-rafter,r255,3,L,75 36 06 26,1,3,4,12,23,35,,,,2:13:00,133,3,3,60,108,56,37,60,62,24,48,50,10,17,59,61,108,56,25,84,30,13,33,39,2,9,22,17,18,38,117,99,225,44,6,3,84,117,72,59,84,70,20,33,61,7,9,78,79,117,68,23,60,38,24,48,50,7,17,41,18,17,47,108,126,225,56
1999,Ljubljana,,,"Ljubljana, Slovenia",1999.05.03 - 1999.05.09,32,16,Outdoor,Clay,Roger Federer,roger-federer,f324,49,123,Semi-Finals,Dinu Pescariu,dinu-pescariu,p254,99,L,67 26,0,2,2,8,13,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Ljubljana,,,"Ljubljana, Slovenia",1999.05.03 - 1999.05.09,32,16,Outdoor,Clay,Roger Federer,roger-federer,f324,49,123,Quarter-Finals,Juan Albert Viloca-Puig,juan-albert-viloca-puig,v161,149,W,26 63 64,2,1,3,14,13,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Ljubljana,,,"Ljubljana, Slovenia",1999.05.03 - 1999.05.09,32,16,Outdoor,Clay,Roger Federer,roger-federer,f324,49,123,Round of 16,Radomir Vasek,radomir-vasek,v151,237,W,76 61,2,0,2,13,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Ljubljana,,,"Ljubljana, Slovenia",1999.05.03 - 1999.05.09,32,16,Outdoor,Clay,Roger Federer,roger-federer,f324,49,123,Round of 32,Eduardo Medica,eduardo-medica,m588,117,W,63 62,2,0,2,12,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Espinho,,,"Espinho, Portugal",1999.04.26 - 1999.05.02,32,16,Outdoor,Clay,Roger Federer,roger-federer,f324,1,124,Round of 32,Juan Balcells,juan-balcells,b487,291,L,67 36,0,2,2,9,13,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,ATP Masters Series Monte Carlo,monte-carlo,410,"Monte Carlo, Monaco",1999.04.19 - 1999.04.25,56,28,Outdoor,Clay,Roger Federer,roger-federer,f324,1,128,Round of 64,Vincent Spadea,vincent-spadea,s544,33,L,67(3) 06,0,2,2,6,13,19,0,1,1,1:05:00,65,0,2,33,62,53,20,33,61,15,29,52,4,7,57,35,62,56,6,33,18,5,21,24,0,0,0,9,9,11,54,46,116,40,1,0,33,54,61,27,33,82,16,21,76,0,0,0,43,54,80,13,33,39,14,29,48,3,7,43,9,9,27,62,70,116,60
1999,ITA V SUI 1RD,,,Switzerland,1999.03.29 - 1999.04.04,4,1,Indoor,Carpet,Roger Federer,roger-federer,f324,0,123,Round Robin,Gianluca Pozzi,gianluca-pozzi,p045,69,L,46 67(4) ,0,2,2,10,13,23,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,ITA V SUI 1RD,,,Switzerland,1999.03.29 - 1999.04.04,4,1,Indoor,Carpet,Roger Federer,roger-federer,f324,0,123,Round Robin,Davide Sanguinetti,davide-sanguinetti,s480,48,W,64 67(3) 63 64,3,1,4,24,18,42,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,ATP Masters Series Miami,miami,403,"Miami, FL, U.S.A.",1999.03.15 - 1999.03.28,96,48,Outdoor,Hard,Roger Federer,roger-federer,f324,1,125,Round of 128,Kenneth Carlsen,kenneth-carlsen,c328,106,L,57 67(4) ,0,2,2,11,14,25,0,1,1,1:42:00,102,6,6,54,104,52,39,54,72,22,50,44,11,14,79,61,104,59,11,45,24,13,31,42,2,7,29,12,12,24,76,85,180,47,6,1,45,76,59,34,45,76,18,31,58,5,7,71,52,76,68,15,54,28,28,50,56,3,14,21,12,12,43,104,95,180,53
1999,Grenoble,,,"Grenoble, France",1999.03.01 - 1999.03.07,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,8,129,Round of 16,Julien Boutter,julien-boutter,b599,215,L,64 26 36,1,2,3,11,16,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Grenoble,,,"Grenoble, France",1999.03.01 - 1999.03.07,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,8,129,Round of 32,Rodolphe Gilbert,rodolphe-gilbert,g108,191,W,62 60,2,0,2,12,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Rotterdam,rotterdam,407,"Rotterdam, Netherlands",1999.02.15 - 1999.02.21,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,77,178,Quarter-Finals,Yevgeny Kafelnikov,yevgeny-kafelnikov,k267,2,L,16 75 46,1,2,3,12,17,29,,,,1:49:00,109,6,6,39,93,42,25,39,64,27,54,50,10,16,63,52,93,56,19,57,33,18,36,50,4,7,57,14,15,37,93,89,186,48,6,6,57,93,61,38,57,67,18,36,50,3,7,43,56,93,60,14,39,36,27,54,50,6,16,38,15,14,41,93,97,186,52
1999,Rotterdam,rotterdam,407,"Rotterdam, Netherlands",1999.02.15 - 1999.02.21,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,77,178,Round of 16,Bohdan Ulihrach,bohdan-ulihrach,u032,30,W,64 75,2,0,2,13,9,22,,,,1:05:00,65,10,3,37,55,67,31,37,84,13,18,72,0,0,0,44,55,80,8,41,20,17,29,59,2,7,29,11,11,25,70,69,125,55,5,4,41,70,59,33,41,80,12,29,41,5,7,71,45,70,64,6,37,16,5,18,28,0,0,0,11,11,11,55,56,125,45
1999,Rotterdam,rotterdam,407,"Rotterdam, Netherlands",1999.02.15 - 1999.02.21,32,16,Indoor,Carpet,Roger Federer,roger-federer,f324,77,178,Round of 32,Guillaume Raoux,guillaume-raoux,r186,71,W,67(4) 75 76(3) ,2,1,3,20,18,38,1,1,2,2:29:00,149,14,2,71,111,64,58,71,82,21,40,53,1,2,50,79,111,71,20,69,29,31,71,44,2,6,33,18,18,51,140,130,251,52,10,9,69,140,49,49,69,71,40,71,56,4,6,67,89,140,64,13,71,18,19,40,48,1,2,50,18,18,32,111,121,251,48
