a022,vijay-amritraj,Vijay,Amritraj,http://www.atpworldtour.com/en/players/vijay-amritraj/a022/overview,IND,,"Madras, India",1953.12.14,1953,12,14,0,190,86,"6'4""",76,193,,
a024,juan-carlos-andrade,Juan Carlos,Andrade,http://www.atpworldtour.com/en/players/juan-carlos-andrade/a024/overview,ESP,,,1957.02.22,1957,02,22,0,0,0,"0'0""",0,0,,
a023,andy-andrews,Andy,Andrews,http://www.atpworldtour.com/en/players/andy-andrews/a023/overview,USA,,"Raleigh, NC, U.S.A.",1959.01.01,1959,01,01,0,180,82,"6'1""",73,185,,
a025,matt-anger,Matt,Anger,http://www.atpworldtour.com/en/players/matt-anger/a025/overview,USA,"Clyde Hill, WA","Walnut Creek, CA",1963.06.20,1963,06,20,1984,170,77,"6'2""",74,188,,
a027,paul-annacone,Paul,Annacone,http://www.atpworldtour.com/en/players/paul-annacone/a027/overview,USA,"Topanga, CA, USA","Southampton, NY, USA",1963.03.20,1963,03,20,1984,175,79,"6'1""",73,185,,
a028,alex-antonitsch,Alex,Antonitsch,http://www.atpworldtour.com/en/players/alex-antonitsch/a028/overview,AUT,"Vienna, Austria","Villach, Austria",1966.02.08,1966,02,08,1988,188,85,"6'2""",74,188,,
a029,corrado-aprili,Corrado,Aprili,http://www.atpworldtour.com/en/players/corrado-aprili/a029/overview,ITA,,"Verona, Italy",1964.11.13,1964,11,13,0,177,80,"6'3""",75,191,,
a030,roberto-arguello,Roberto,Arguello,http://www.atpworldtour.com/en/players/roberto-arguello/a030/overview,ARG,,"Rosario, Argentina",1963.05.12,1963,05,12,0,146,66,"5'8""",68,173,,
a031,jimmy-arias,Jimmy,Arias,http://www.atpworldtour.com/en/players/jimmy-arias/a031/overview,USA,"Buffalo, NY","Buffalo, NY",1964.08.16,1964,08,16,1980,155,70,"5'9""",69,175,,
a032,marco-armellini,Marco,Armellini,http://www.atpworldtour.com/en/players/marco-armellini/a032/overview,ITA,,"Udine, Italy",1960.08.17,1960,08,17,0,187,85,"6'2""",74,188,,
a034,jordi-arrese,Jordi,Arrese,http://www.atpworldtour.com/en/players/jordi-arrese/a034/overview,ESP,"Barcelona, Spain","Barcelona, Spain",1964.08.29,1964,08,29,1982,142,64,"5'9""",69,175,,
a035,pablo-arraya,Pablo,Arraya,http://www.atpworldtour.com/en/players/pablo-arraya/a035/overview,PER,"Lima, Peru","Cordoba, Argentina",1961.10.21,1961,10,21,1980,160,73,"5'11""",71,180,,
a036,edoardo-artaldi,Edoardo,Artaldi,http://www.atpworldtour.com/en/players/edoardo-artaldi/a036/overview,ITA,,,,,,,0,0,0,"0'0""",0,0,,
a039,juan-avendano,Juan,Avendano,http://www.atpworldtour.com/en/players/juan-avendano/a039/overview,ESP,,"Luanco, Spain",1961.01.29,1961,01,29,0,160,73,"5'10""",70,178,,
a040,roberto-azar,Roberto,Azar,http://www.atpworldtour.com/en/players/roberto-azar/a040/overview,ARG,"Buenos Aires, Argentina","Lincoln, Argentina",1966.03.21,1966,03,21,1984,170,77,"6'1""",73,185,,
a042,ricardo-acioly,Ricardo,Acioly,http://www.atpworldtour.com/en/players/ricardo-acioly/a042/overview,BRA,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",1964.02.04,1964,02,04,1986,181,82,"5'11""",71,180,,
a043,aniceto-alvarez,Aniceto,Alvarez,http://www.atpworldtour.com/en/players/aniceto-alvarez/a043/overview,ESP,,,,,,,0,0,0,"0'0""",0,0,,
a044,victor-amaya,Victor,Amaya,http://www.atpworldtour.com/en/players/victor-amaya/a044/overview,USA,,"Denver, CO",1954.07.02,1954,07,02,0,0,0,"6'7""",79,201,,
a051,juan-carlos-ayala,Juan Carlos,Ayala,http://www.atpworldtour.com/en/players/juan-carlos-ayala/a051/overview,CHI,,,1961.06.18,1961,06,18,,,,,,,,
a052,m-arenzon,M.,Arenzon,http://www.atpworldtour.com/en/players/m-arenzon/a052/overview,BRA,,,,,,,0,0,0,"0'0""",0,0,,
a053,john-austin,John,Austin,http://www.atpworldtour.com/en/players/john-austin/a053/overview,USA,"Scottsdale, AZ","Long Beach, CA",1957.07.31,1957,07,31,0,195,88,"6'4""",76,193,,
a056,terry-addison,Terry,Addison,http://www.atpworldtour.com/en/players/terry-addison/a056/overview,AUS,,"Wondai, QLDS, Australia",1946.01.11,1946,01,11,0,170,77,"5'11""",71,180,,
a057,elio-lito-alvarez,Elio Lito,Alvarez,http://www.atpworldtour.com/en/players/elio-lito-alvarez/a057/overview,ARG,,,1947.12.05,1947,12,05,0,0,0,"0'0""",0,0,,
a058,george-amaya,George,Amaya,http://www.atpworldtour.com/en/players/george-amaya/a058/overview,USA,"Atlanta, GA, USA","Weymouth, MA, USA",1950.02.12,1950,02,12,1975,160,73,"5'8""",68,173,,
a059,ashok-amritraj,Ashok,Amritraj,http://www.atpworldtour.com/en/players/ashok-amritraj/a059/overview,IND,,"Madras, India",1957.02.22,1957,02,22,0,0,0,"0'0""",0,0,,
a060,mal-anderson,Mal,Anderson,http://www.atpworldtour.com/en/players/mal-anderson/a060/overview,AUS,,"Theodore, QLDS, Australia",1935.03.03,1935,03,03,0,0,0,"0'0""",0,0,,
a061,jorge-andrew,Jorge,Andrew,http://www.atpworldtour.com/en/players/jorge-andrew/a061/overview,VEN,"Lexington, SC, U.S.A.","Caracas, Venezuela",1951.11.02,1951,11,02,,195,88,"5'11""",71,180,Right-Handed,One-Handed Backhand
a063,arthur-ashe,Arthur,Ashe,http://www.atpworldtour.com/en/players/arthur-ashe/a063/overview,USA,,"Richmond, VA",1943.07.10,1943,07,10,1969,160,73,"6'1""",73,185,Right-Handed,One-Handed Backhand
a062,john-andrews,John,Andrews,http://www.atpworldtour.com/en/players/john-andrews/a062/overview,USA,,"Houston, TX, USA",1952.02.05,1952,02,05,0,0,0,"0'0""",0,0,,
a064,guillermo-aubone,Guillermo,Aubone,http://www.atpworldtour.com/en/players/guillermo-aubone/a064/overview,ARG,,"Buenos Aires, Argentina",1954.06.08,1954,06,08,0,0,0,"0'0""",0,0,,
a065,jeff-austin,Jeff,Austin,http://www.atpworldtour.com/en/players/jeff-austin/a065/overview,USA,,"Rolling Hills, CA, USA",1951.07.05,1951,07,05,0,0,0,"0'0""",0,0,,
a066,pieter-aldrich,Pieter,Aldrich,http://www.atpworldtour.com/en/players/pieter-aldrich/a066/overview,RSA,"Vereeniging, South Africa","Johannesburg, South Africa",1965.09.07,1965,09,07,1987,177,80,"5'11""",71,180,,
a068,tim-anderson,Tim,Anderson,http://www.atpworldtour.com/en/players/tim-anderson/a068/overview,USA,,,,,,,0,0,0,"0'0""",0,0,,
a080,orlando-agudelo,Orlando,Agudelo,http://www.atpworldtour.com/en/players/orlando-agudelo/a080/overview,COL,,,,,,,0,0,0,"0'0""",0,0,,
a073,luis-ayala,Luis,Ayala,http://www.atpworldtour.com/en/players/luis-ayala/a073/overview,CHI,,Santiago,1932.09.18,1932,09,18,,,,,,,,
a086,birger-andersson,Birger,Andersson,http://www.atpworldtour.com/en/players/birger-andersson/a086/overview,SWE,,,1951.03.26,1951,03,26,0,0,0,"0'0""",0,0,,
a085,rich-andrews,Rich,Andrews,http://www.atpworldtour.com/en/players/rich-andrews/a085/overview,USA,,,,,,,0,0,0,"0'0""",0,0,,
a093,gabriel-auroux,Gabriel,Auroux,http://www.atpworldtour.com/en/players/gabriel-auroux/a093/overview,ARG,,,,,,,0,0,0,"0'0""",0,0,,
a092,andre-agassi,Andre,Agassi,http://www.atpworldtour.com/en/players/andre-agassi/a092/overview,USA,"Las Vegas, Nevada, USA","Las Vegas, Nevada, USA",1970.04.29,1970,04,29,1986,177,80,"5'11""",71,180,Right-Handed,Two-Handed Backhand
a0ab,adrian-andreev,Adrian,Andreev,http://www.atpworldtour.com/en/players/adrian-andreev/a0ab/overview,BUL,,,2001.05.12,2001,05,12,,,,,,,,
a0cy,luis-alberto-ayala,Luis Alberto,Ayala,http://www.atpworldtour.com/en/players/luis-alberto-ayala/a0cy/overview,CHI,,,1959.10.21,1959,10,21,,,,,,,,
a102,kehinde-ajayi,Kehinde,Ajayi,http://www.atpworldtour.com/en/players/kehinde-ajayi/a102/overview,NGR,,,,,,,0,0,0,"0'0""",0,0,,
a105,steven-alger,Steven,Alger,http://www.atpworldtour.com/en/players/steven-alger/a105/overview,BER,,Bermuda,,,,,0,185,84,"6'2""",74,188,,
a111,haim-arlozorov,Haim,Arlozorov,http://www.atpworldtour.com/en/players/haim-arlozorov/a111/overview,ISR,,,,,,,0,0,0,"0'0""",0,0,,
a113,paul-avis,Paul,Avis,http://www.atpworldtour.com/en/players/paul-avis/a113/overview,RSA,,"Springs, South Africa",1958.04.14,1958,04,14,0,0,0,"0'0""",0,0,,
a118,unknown-unknown,Unknown,Unknown,http://www.atpworldtour.com/en/players/unknown-unknown/a118/overview,,,,,,,,,,,,,,,
a119,michael-appleton,Michael,Appleton,http://www.atpworldtour.com/en/players/michael-appleton/a119/overview,GBR,,"Lancashire, England",1969.01.01,1969,01,01,0,0,0,"0'0""",0,0,,
a121,william-alvarez,William,Alvarez,http://www.atpworldtour.com/en/players/william-alvarez/a121/overview,COL,,"Medellin, Colombia",1934.12.15,1934,12,15,0,182,83,"5'10""",70,178,,
a120,jose-luis-arilla,Jose Luis,Arilla,http://www.atpworldtour.com/en/players/jose-luis-arilla/a120/overview,ESP,,,,,,,0,0,0,"0'0""",0,0,,
a122,mohammad-hossein-akbari,Mohammad Hossein,Akbari,http://www.atpworldtour.com/en/players/mohammad-hossein-akbari/a122/overview,IRI,,,,,,,0,0,0,"0'0""",0,0,,
a127,bob-alloo,Bob,Alloo,http://www.atpworldtour.com/en/players/bob-alloo/a127/overview,USA,,"Overland Park, KS, U.S.A.",1949.05.07,1949,05,07,0,0,0,"0'0""",0,0,,
a124,jose-ayala,Jose,Ayala,http://www.atpworldtour.com/en/players/jose-ayala/a124/overview,MEX,,"Guadalajara, Mexico",1970.12.22,1970,12,22,,167,76,"5'11""",71,180,,
a134,malcolm-allen,Malcolm,Allen,http://www.atpworldtour.com/en/players/malcolm-allen/a134/overview,USA,,"Los Angeles, CA",1967.07.13,1967,07,13,0,155,70,"5'10""",70,178,,
a136,tino-anda,Tino,Anda,http://www.atpworldtour.com/en/players/tino-anda/a136/overview,ESP,,"Zaragoza, Spain",1968.04.16,1968,04,16,0,145,66,"5'11""",71,180,,
a145,taghi-akbari,Taghi,Akbari,http://www.atpworldtour.com/en/players/taghi-akbari/a145/overview,IRI,,,,,,,0,0,0,"0'0""",0,0,,
a141,jose-francisco-altur,Jose Francisco,Altur,http://www.atpworldtour.com/en/players/jose-francisco-altur/a141/overview,ESP,"Valencia, Spain","Valencia, Spain",1968.03.24,1968,03,24,1985,179,81,"6'3""",75,191,,
a138,eric-amend,Eric,Amend,http://www.atpworldtour.com/en/players/eric-amend/a138/overview,USA,,"Berkeley, CA",1965.11.17,1965,11,17,0,155,70,"5'11""",71,180,,
a147,john-antonas,John,Antonas,http://www.atpworldtour.com/en/players/john-antonas/a147/overview,BAH,,,,,,,0,0,0,"0'0""",0,0,,
a148,bengt-aberg,Bengt,Aberg,http://www.atpworldtour.com/en/players/bengt-aberg/a148/overview,SWE,,,,,,,0,0,0,"0'0""",0,0,,
a149,pablo-albano,Pablo,Albano,http://www.atpworldtour.com/en/players/pablo-albano/a149/overview,ARG,"Buenos Aires, Argentina","Buenos Aires, Argentina",1967.04.11,1967,04,11,1986,175,79,"5'10""",70,178,,
a158,jose-luis-aparisi,Jose-Luis,Aparisi,http://www.atpworldtour.com/en/players/jose-luis-aparisi/a158/overview,ESP,,"Valencia, Spain",1969.03.11,1969,03,11,0,146,66,"5'10""",70,178,,
a162,adam-anderson,Adam,Anderson,http://www.atpworldtour.com/en/players/adam-anderson/a162/overview,AUS,,"Sydney, Australia",1969.12.21,1969,12,21,0,160,73,"5'11""",71,180,,
a163,johan-anderson,Johan,Anderson,http://www.atpworldtour.com/en/players/johan-anderson/a163/overview,AUS,,"Vasteras, Sweden",1971.09.29,1971,09,29,0,171,78,"6'0""",72,183,,
a169,ian-aler,Ian,Aler,http://www.atpworldtour.com/en/players/ian-aler/a169/overview,USA,,"Costa Mesa, CA, U.S.A.",1965.11.11,1965,11,11,0,0,0,"0'0""",0,0,,
a165,zeeshan-ali,Zeeshan,Ali,http://www.atpworldtour.com/en/players/zeeshan-ali/a165/overview,IND,,"Calcutta, India",1970.01.01,1970,01,01,0,145,66,"5'11""",71,180,,
a172,alejandro-aramburu,Alejandro,Aramburu,http://www.atpworldtour.com/en/players/alejandro-aramburu/a172/overview,PER,,"Lima, Peru",1969.02.14,1969,02,14,0,140,64,"5'9""",69,175,,
a173,kim-andersson,Kim,Andersson,http://www.atpworldtour.com/en/players/kim-andersson/a173/overview,SWE,,,,,,,0,0,0,"0'0""",0,0,,
a176,jan-apell,Jan,Apell,http://www.atpworldtour.com/en/players/jan-apell/a176/overview,SWE,"Kungsbacka,Sweden","Goteborg, Sweden",1969.11.04,1969,11,04,1988,162,73,"6'0""",72,183,,
a177,david-adams,David,Adams,http://www.atpworldtour.com/en/players/david-adams/a177/overview,RSA,"Cape Town, South Africa","Durban, South Africa",1970.01.05,1970,01,05,1989,175,79,"6'2""",74,188,,
a181,massimo-ardinghi,Massimo,Ardinghi,http://www.atpworldtour.com/en/players/massimo-ardinghi/a181/overview,ITA,"Florence, Italy","Genova, Italy",1971.03.06,1971,03,06,1988,157,71,"5'9""",69,175,,
a182,johan-alven,Johan,Alven,http://www.atpworldtour.com/en/players/johan-alven/a182/overview,SWE,,,1972.01.13,1972,01,13,0,0,0,"0'0""",0,0,,
a188,john-arbanas,John,Arbanas,http://www.atpworldtour.com/en/players/john-arbanas/a188/overview,AUS,,,1970.02.07,1970,02,07,0,0,0,"0'0""",0,0,,
a183,carsten-arriens,Carsten,Arriens,http://www.atpworldtour.com/en/players/carsten-arriens/a183/overview,GER,"Munich, Germany","Frankfurt, Germany",1969.04.11,1969,04,11,1991,178,81,"6'4""",76,193,,
a190,emilio-benfele-alvarez,Emilio,Benfele Alvarez,http://www.atpworldtour.com/en/players/emilio-benfele-alvarez/a190/overview,ESP,"Munich, Gemany","Figeras, Spain",1972.11.15,1972,11,15,1989,188,85,"6'0""",72,183,,
a199,chuck-adams,Chuck,Adams,http://www.atpworldtour.com/en/players/chuck-adams/a199/overview,USA,"Pacific Palisades, CA","Pacific Palisades, CA",1971.04.23,1971,04,23,1990,178,81,"6'1""",73,185,,
a202,wayne-arthurs,Wayne,Arthurs,http://www.atpworldtour.com/en/players/wayne-arthurs/a202/overview,AUS,"Melbourne, Australia","Adelaide, S.A., Australia",1971.03.18,1971,03,18,1990,177,80,"6'3""",75,191,,
a203,karim-alami,Karim,Alami,http://www.atpworldtour.com/en/players/karim-alami/a203/overview,MAR,"Monte Carlo, Monaco","Casablanca, Morocco",1973.05.24,1973,05,24,1990,187,85,"6'1""",73,185,,
a207,roberto-alvarez,Roberto,Alvarez,http://www.atpworldtour.com/en/players/roberto-alvarez/a207/overview,ARG,,,1971.02.23,1971,02,23,0,0,0,"0'0""",0,0,,
a213,stephane-andriolo,Stephane,Andriolo,http://www.atpworldtour.com/en/players/stephane-andriolo/a213/overview,FRA,,,,,,,0,0,0,"0'0""",0,0,,
a209,xavier-avila,Xavier,Avila,http://www.atpworldtour.com/en/players/xavier-avila/a209/overview,ESP,"Ponte Vedra Beach, FL","Lleida, Spain",1973.12.10,1973,12,10,0,160,73,"6'0""",72,183,,
a217,yenesi-allen,Yenesi,Allen,http://www.atpworldtour.com/en/players/yenesi-allen/a217/overview,NIG,,,,,,,0,0,0,"0'0""",0,0,,
a216,lawrence-awopegba,Lawrence,Awopegba,http://www.atpworldtour.com/en/players/lawrence-awopegba/a216/overview,NIG,,,,,,,0,0,0,"0'0""",0,0,,
a224,patricio-arnold,Patricio,Arnold,http://www.atpworldtour.com/en/players/patricio-arnold/a224/overview,ARG,,"Buenos Aires, Argentina",1971.10.20,1971,10,20,0,160,73,"6'0""",72,183,,
a226,hicham-arazi,Hicham,Arazi,http://www.atpworldtour.com/en/players/hicham-arazi/a226/overview,MAR,"Monte Carlo, Monaco","Casablanca, Morocco",1973.10.19,1973,10,19,1993,143,65,"5'9""",69,175,,
a228,lucas-arnold-ker,Lucas,Arnold Ker,http://www.atpworldtour.com/en/players/lucas-arnold-ker/a228/overview,ARG,"Barcelona, Spain","Buenos Aires, Argentina",1974.10.12,1974,10,12,1994,168,76,"5'11""",71,180,,
a234,pietro-angelini,Pietro,Angelini,http://www.atpworldtour.com/en/players/pietro-angelini/a234/overview,ITA,,,1971.12.07,1971,12,07,0,0,0,"0'0""",0,0,,
a241,thomas-andersen,Thomas,Andersen,http://www.atpworldtour.com/en/players/thomas-andersen/a241/overview,DEN,,,,,,,0,0,0,"0'0""",0,0,,
a244,nasser-ghanim-al-khulaifi,Nasser-Ghanim,Al-Khulaifi,http://www.atpworldtour.com/en/players/nasser-ghanim-al-khulaifi/a244/overview,QAT,,,1973.11.12,1973,11,12,0,0,0,"0'0""",0,0,,
a270,charles-auffray,Charles,Auffray,http://www.atpworldtour.com/en/players/charles-auffray/a270/overview,FRA,,,1973.02.24,1973,02,24,1996,182,83,"6'0""",72,183,,
a272,julian-alonso,Julian,Alonso,http://www.atpworldtour.com/en/players/julian-alonso/a272/overview,ESP,"Monte Carlo, Monaco","Canet de Mar, Spain",1977.08.02,1977,08,02,1996,180,82,"6'1""",73,185,,
a276,jan-frode-andersen,Jan Frode,Andersen,http://www.atpworldtour.com/en/players/jan-frode-andersen/a276/overview,NOR,"Oslo, Norway","Asker, Norway",1972.08.29,1972,08,29,1997,187,85,"6'3""",75,191,Left-Handed,Two-Handed Backhand
a280,henrik-andersson,Henrik,Andersson,http://www.atpworldtour.com/en/players/henrik-andersson/a280/overview,SWE,,,1977.05.02,1977,05,02,0,0,0,"0'0""",0,0,,
a293,yves-allegro,Yves,Allegro,http://www.atpworldtour.com/en/players/yves-allegro/a293/overview,SUI,"Grone, Switzerland","Grone, Switzerland",1978.08.24,1978,08,24,1997,181,82,"6'0""",72,183,,
a303,leonardo-azzaro,Leonardo,Azzaro,http://www.atpworldtour.com/en/players/leonardo-azzaro/a303/overview,ITA,"Florence, Italy","Florence, Italy",1978.05.30,1978,05,30,1997,165,75,"6'2""",74,188,,
a305,jacob-adaktusson,Jacob,Adaktusson,http://www.atpworldtour.com/en/players/jacob-adaktusson/a305/overview,SWE,"Stockholm, Sweden","Stockholm, Sweden",1980.08.31,1980,08,31,0,192,87,"6'4""",76,193,,
a308,florian-allgauer,Florian,Allgauer,http://www.atpworldtour.com/en/players/florian-allgauer/a308/overview,ITA,,,1979.01.07,1979,01,07,0,0,0,"0'0""",0,0,,
a310,emin-agaev,Emin,Agaev,http://www.atpworldtour.com/en/players/emin-agaev/a310/overview,AZE,"Monte Carlo, Monaco",,1979.05.14,1979,05,14,1999,170,77,"0'0""",0,0,,
a316,diego-ayala,Diego,Ayala,http://www.atpworldtour.com/en/players/diego-ayala/a316/overview,USA,"Coral Springs, Florida, USA","Cordoba, Argentina",1979.04.29,1979,04,29,1998,170,77,"5'9""",69,175,,
a311,hugo-armando,Hugo,Armando,http://www.atpworldtour.com/en/players/hugo-armando/a311/overview,USA,"Bradenton, Florida, USA","Miami, Florida, USA",1978.05.27,1978,05,27,1997,180,82,"6'0""",72,183,Right-Handed,One-Handed Backhand
a318,patricio-arquez,Patricio,Arquez,http://www.atpworldtour.com/en/players/patricio-arquez/a318/overview,ARG,,,1980.04.12,1980,04,12,0,0,0,"0'0""",0,0,,
a324,simon-aspelin,Simon,Aspelin,http://www.atpworldtour.com/en/players/simon-aspelin/a324/overview,SWE,"London, England","Saltsjobaden, Sweden",1974.05.11,1974,05,11,1998,175,79,"6'1""",73,185,,
a340,francesco-aldi,Francesco,Aldi,http://www.atpworldtour.com/en/players/francesco-aldi/a340/overview,ITA,"Palermo, Italy","Palermo, Italy",1981.09.17,1981,09,17,1999,165,75,"5'9""",69,175,,
a356,thierry-ascione,Thierry,Ascione,http://www.atpworldtour.com/en/players/thierry-ascione/a356/overview,FRA,rueil malmaison,"Villeurbanne, France",1981.01.17,1981,01,17,2000,196,89,"6'2""",74,188,Right-Handed,One-Handed Backhand
a366,diego-alvarez,Diego,Alvarez,http://www.atpworldtour.com/en/players/diego-alvarez/a366/overview,ARG,,,1980.03.06,1980,03,06,0,0,0,"0'0""",0,0,,
a373,james-auckland,James,Auckland,http://www.atpworldtour.com/en/players/james-auckland/a373/overview,GBR,London,Norwich,1980.04.01,1980,04,01,1999,174,79,"0'0""",0,0,,
a380,clayton-almeida,Clayton,Almeida,http://www.atpworldtour.com/en/players/clayton-almeida/a380/overview,BRA,,,1980.12.26,1980,12,26,0,0,0,"0'0""",0,0,,
a385,mario-ancic,Mario,Ancic,http://www.atpworldtour.com/en/players/mario-ancic/a385/overview,CRO,"Monte Carlo, Monaco","Split, Croatia",1984.03.30,1984,03,30,2001,180,82,"6'5""",77,196,Right-Handed,Two-Handed Backhand
a389,jose-acasuso,Jose,Acasuso,http://www.atpworldtour.com/en/players/jose-acasuso/a389/overview,ARG,"Buenos Aires, Argentina","Posadas-Misiones, Argentina",1982.10.20,1982,10,20,1999,190,86,"6'3""",75,191,Right-Handed,One-Handed Backhand
a392,artemon-apostu-efremov,Artemon,Apostu-Efremov,http://www.atpworldtour.com/en/players/artemon-apostu-efremov/a392/overview,ROU,,,1979.06.19,1979,06,19,0,0,0,"0'0""",0,0,,
a391,maximilian-abel,Maximilian,Abel,http://www.atpworldtour.com/en/players/maximilian-abel/a391/overview,GER,"Frankfurt, Germany","Frankfurt, Germany",1982.02.28,1982,02,28,0,168,76,"0'0""",0,0,,
a404,johannes-ager,Johannes,Ager,http://www.atpworldtour.com/en/players/johannes-ager/a404/overview,AUT,"Kramsach, Austria","Brixlegg, Austria",1984.03.10,1984,03,10,2003,176,80,"6'5""",77,196,,
a410,thiago-alves,Thiago,Alves,http://www.atpworldtour.com/en/players/thiago-alves/a410/overview,BRA,"Sao Jose do Rio Preto, Brazil","Sao Jose do Rio Preto, Brazil",1982.05.22,1982,05,22,2000,165,75,"5'10""",70,178,Right-Handed,Two-Handed Backhand
a427,alfredo-acuna,Alfredo,Acuna,http://www.atpworldtour.com/en/players/alfredo-acuna/a427/overview,PER,,,1946.11.22,1946,11,22,0,0,0,"0'0""",0,0,,
a412,andrea-agazzi,Andrea,Agazzi,http://www.atpworldtour.com/en/players/andrea-agazzi/a412/overview,ITA,,Rovato (Brescia),1982.07.23,1982,07,23,0,0,0,"0'0""",0,0,,
a432,patricio-apey,Patricio,Apey,http://www.atpworldtour.com/en/players/patricio-apey/a432/overview,CHI,,,,,,,0,0,0,"0'0""",0,0,,
a438,andrew-anderson,Andrew,Anderson,http://www.atpworldtour.com/en/players/andrew-anderson/a438/overview,RSA,"Johannesburg, South Africa","Johannesburg, South Africa",1983.04.08,1983,04,08,2002,174,79,"6'4""",76,193,,
a451,bob-abbott,Bob,Abbott,http://www.atpworldtour.com/en/players/bob-abbott/a451/overview,USA,,,,,,,0,0,0,"0'0""",0,0,,
a450,kenneth-andersson,Kenneth,Andersson,http://www.atpworldtour.com/en/players/kenneth-andersson/a450/overview,SWE,,,,,,,0,0,0,"0'0""",0,0,,
a448,ernesto-aguirre,Ernesto,Aguirre,http://www.atpworldtour.com/en/players/ernesto-aguirre/a448/overview,CHI,,,,,,,0,0,0,"0'0""",0,0,,
a457,jorge-aguilar,Jorge,Aguilar,http://www.atpworldtour.com/en/players/jorge-aguilar/a457/overview,CHI,"Santiago, Chile","Santiago, Chile",1985.01.08,1985,01,08,,150,68,"5'10""",70,178,Right-Handed,Two-Handed Backhand
a467,mariano-albert-ferrando,Mariano,Albert-Ferrando,http://www.atpworldtour.com/en/players/mariano-albert-ferrando/a467/overview,ESP,,,1982.04.26,1982,04,26,0,0,0,"0'0""",0,0,,
a478,jae-sung-an,Jae-Sung,An,http://www.atpworldtour.com/en/players/jae-sung-an/a478/overview,KOR,,,1985.05.28,1985,05,28,0,0,0,"0'0""",0,0,,
a479,nicolas-almagro,Nicolas,Almagro,http://www.atpworldtour.com/en/players/nicolas-almagro/a479/overview,ESP,"Murcia, Spain","Murcia, Spain",1985.08.21,1985,08,21,2003,190,86,"6'0""",72,183,Right-Handed,One-Handed Backhand
a490,jack-acheson,Jack,Acheson,http://www.atpworldtour.com/en/players/jack-acheson/a490/overview,USA,,,,,,,0,0,0,"0'0""",0,0,,
a488,rich-anderson,Rich,Anderson,http://www.atpworldtour.com/en/players/rich-anderson/a488/overview,USA,,,,,,,0,0,0,"0'0""",0,0,,
