1889,1,Wimbledon,540,wimbledon,"London, Great Britain",1889.07.01,32,32,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1889/results,William Renshaw,/en/players/william-renshaw/rg71/overview,william-renshaw,rg71,,,,,,,,
1889,2,US Championships,560,us-open,"Newport, United States",1889.08.21,33,33,Outdoor,Grass,,/en/scores/archive/us-open/560/1889/results,Quincy Shaw,/en/players/quincy-shaw/sx17/overview,quincy-shaw,sx17,,,,,,,,
1890,1,Wimbledon,540,wimbledon,"London, Great Britain",1890.06.30,32,32,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1890/results,Willoughby Hamilton,/en/players/willoughby-hamilton/hg34/overview,willoughby-hamilton,hg34,,,,,,,,
1890,2,US Championships,560,us-open,"Newport, United States",1890.08.27,33,33,Outdoor,Grass,,/en/scores/archive/us-open/560/1890/results,Oliver Campbell,/en/players/oliver-campbell/cm34/overview,oliver-campbell,cm34,,,,,,,,
1891,1,Wimbledon,540,wimbledon,"London, Great Britain",1891.06.29,32,32,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1891/results,Wilfred Baddeley,/en/players/wilfred-baddeley/bs64/overview,wilfred-baddeley,bs64,,,,,,,,
1891,2,US Championships,560,us-open,"Newport, United States",1891.08.18,65,65,Outdoor,Grass,,/en/scores/archive/us-open/560/1891/results,Clarence Hobart,/en/players/clarence-hobart/hf74/overview,clarence-hobart,hf74,,,,,,,,
1892,1,Wimbledon,540,wimbledon,"London, Great Britain",1892.06.27,32,32,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1892/results,Wilfred Baddeley,/en/players/wilfred-baddeley/bs64/overview,wilfred-baddeley,bs64,,,,,,,,
1892,2,US Championships,560,us-open,"Newport, United States",1892.08.23,65,65,Outdoor,Grass,,/en/scores/archive/us-open/560/1892/results,Frederick Hovey,/en/players/frederick-hovey/hg25/overview,frederick-hovey,hg25,,,,,,,,
1893,1,Wimbledon,540,wimbledon,"London, Great Britain",1893.07.10,32,32,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1893/results,Joshua Pim,/en/players/joshua-pim/pl13/overview,joshua-pim,pl13,,,,,,,,
1893,2,US Championships,560,us-open,"Newport, United States",1893.08.22,65,65,Outdoor,Grass,,/en/scores/archive/us-open/560/1893/results,Robert Wrenn,/en/players/robert-wrenn/wa41/overview,robert-wrenn,wa41,,,,,,,,
1894,1,Wimbledon,540,wimbledon,"London, Great Britain",1894.07.09,32,32,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1894/results,Joshua Pim,/en/players/joshua-pim/pl13/overview,joshua-pim,pl13,,,,,,,,
1894,2,US Championships,560,us-open,"Newport, United States",1894.08.20,33,33,Outdoor,Grass,,/en/scores/archive/us-open/560/1894/results,Manliffe Goodbody,/en/players/manliffe-goodbody/gi79/overview,manliffe-goodbody,gi79,,,,,,,,
1895,1,Wimbledon,540,wimbledon,"London, Great Britain",1895.07.08,32,32,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1895/results,Wilfred Baddeley,/en/players/wilfred-baddeley/bs64/overview,wilfred-baddeley,bs64,,,,,,,,
1895,2,US Championships,560,us-open,"Newport, United States",1895.08.20,65,65,Outdoor,Grass,,/en/scores/archive/us-open/560/1895/results,Frederick Hovey,/en/players/frederick-hovey/hg25/overview,frederick-hovey,hg25,,,,,,,,
1896,1,Wimbledon,540,wimbledon,"London, Great Britain",1896.07.13,33,33,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1896/results,Harold Mahony,/en/players/harold-mahony/mu14/overview,harold-mahony,mu14,,,,,,,,
1896,2,US Championships,560,us-open,"Newport, United States",1896.08.17,33,33,Outdoor,Grass,,/en/scores/archive/us-open/560/1896/results,Robert Wrenn,/en/players/robert-wrenn/wa41/overview,robert-wrenn,wa41,,,,,,,,
1897,1,Wimbledon,540,wimbledon,"London, Great Britain",1897.06.21,33,33,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1897/results,Reggie Doherty,/en/players/reggie-doherty/dg13/overview,reggie-doherty,dg13,,,,,,,,
1897,2,US Championships,560,us-open,"Newport, United States",1897.08.18,33,33,Outdoor,Grass,,/en/scores/archive/us-open/560/1897/results,Wilberforce Eaves,/en/players/wilberforce-eaves/e973/overview,wilberforce-eaves,e973,,,,,,,,
1898,1,Wimbledon,540,wimbledon,"London, Great Britain",1898.06.20,64,64,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1898/results,Reggie Doherty,/en/players/reggie-doherty/dg13/overview,reggie-doherty,dg13,,,,,,,,
1898,2,US Championships,560,us-open,"Newport, United States",1898.08.15,33,33,Outdoor,Grass,,/en/scores/archive/us-open/560/1898/results,Malcolm Whitman,/en/players/malcolm-whitman/w955/overview,malcolm-whitman,w955,,,,,,,,
1899,1,Wimbledon,540,wimbledon,"London, Great Britain",1899.06.19,64,64,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1899/results,Reggie Doherty,/en/players/reggie-doherty/dg13/overview,reggie-doherty,dg13,,,,,,,,
1899,2,US Championships,560,us-open,"Newport, United States",1899.08.15,33,33,Outdoor,Grass,,/en/scores/archive/us-open/560/1899/results,J. Parmly Paret,/en/players/j-parmly-paret/pl06/overview,j-parmly-paret,pl06,,,,,,,,
1900,1,Wimbledon,540,wimbledon,"London, Great Britain",1900.06.25,33,33,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1900/results,Reggie Doherty,/en/players/reggie-doherty/dg13/overview,reggie-doherty,dg13,,,,,,,,
1900,2,US Championships,560,us-open,"Newport, United States",1900.08.14,33,33,Outdoor,Grass,,/en/scores/archive/us-open/560/1900/results,William Larned,/en/players/william-larned/lg45/overview,william-larned,lg45,,,,,,,,
1901,1,Wimbledon,540,wimbledon,"London, Great Britain",1901.06.24,64,64,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1901/results,Arthur Gore,/en/players/arthur-gore/gh85/overview,arthur-gore,gh85,,,,,,,,
1901,2,US Championships,560,us-open,"Newport, United States",1901.08.13,33,33,Outdoor,Grass,,/en/scores/archive/us-open/560/1901/results,William Larned,/en/players/william-larned/lg45/overview,william-larned,lg45,,,,,,,,
1902,1,Wimbledon,540,wimbledon,"London, Great Britain",1902.06.23,64,64,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1902/results,Laurence Doherty,/en/players/laurence-doherty/dg02/overview,laurence-doherty,dg02,,,,,,,,
1902,2,US Championships,560,us-open,"Newport, United States",1902.08.18,128,128,Outdoor,Grass,,/en/scores/archive/us-open/560/1902/results,Reggie Doherty,/en/players/reggie-doherty/dg13/overview,reggie-doherty,dg13,,,,,,,,
1903,1,Wimbledon,540,wimbledon,"London, Great Britain",1903.06.23,64,64,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1903/results,Laurence Doherty,/en/players/laurence-doherty/dg02/overview,laurence-doherty,dg02,,,,,,,,
1903,2,US Championships,560,us-open,"Newport, United States",1903.08.16,128,128,Outdoor,Grass,,/en/scores/archive/us-open/560/1903/results,Laurence Doherty,/en/players/laurence-doherty/dg02/overview,laurence-doherty,dg02,,,,,,,,
1904,1,Wimbledon,540,wimbledon,"London, Great Britain",1904.06.20,64,64,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1904/results,Laurence Doherty,/en/players/laurence-doherty/dg02/overview,laurence-doherty,dg02,,,,,,,,
1904,2,US Championships,560,us-open,"Newport, United States",1904.08.16,128,128,Outdoor,Grass,,/en/scores/archive/us-open/560/1904/results,Holcombe Ward,/en/players/holcombe-ward/w954/overview,holcombe-ward,w954,,,,,,,,
1905,1,Wimbledon,540,wimbledon,"London, Great Britain",1905.06.26,128,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1905/results,Laurence Doherty,/en/players/laurence-doherty/dg02/overview,laurence-doherty,dg02,,,,,,,,
1905,2,US Championships,560,us-open,"Newport, United States",1905.08.22,128,128,Outdoor,Grass,,/en/scores/archive/us-open/560/1905/results,Beals Wright,/en/players/beals-wright/w950/overview,beals-wright,w950,,,,,,,,
1905,3,Australasian Championships,580,australian-open,"Melbourne, Australia",1905.11.21,32,32,Outdoor,Grass,,/en/scores/archive/australian-open/580/1905/results,Rodney Heath,/en/players/rodney-heath/he57/overview,rodney-heath,he57,,,,,,,,
1906,1,Wimbledon,540,wimbledon,"London, Great Britain",1906.06.25,128,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1906/results,Laurence Doherty,/en/players/laurence-doherty/dg02/overview,laurence-doherty,dg02,,,,,,,,
1906,2,US Championships,560,us-open,"Newport, United States",1906.08.20,128,128,Outdoor,Grass,,/en/scores/archive/us-open/560/1906/results,William Clothier,/en/players/william-clothier/ck86/overview,william-clothier,ck86,,,,,,,,
1906,3,Australasian Championships,580,australian-open,"Christchurch, New Zealand",1906.12.26,16,16,Outdoor,Grass,,/en/scores/archive/australian-open/580/1906/results,Tony Wilding,/en/players/tony-wilding/w972/overview,tony-wilding,w972,,,,,,,,
1907,1,Wimbledon,540,wimbledon,"London, Great Britain",1907.06.24,128,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1907/results,Norman Brookes,/en/players/norman-brookes/bq52/overview,norman-brookes,bq52,,,,,,,,
1907,2,Australasian Championships,580,australian-open,"Brisbane, Australia",1907.08.18,32,32,Outdoor,Grass,,/en/scores/archive/australian-open/580/1907/results,Horace Rice,/en/players/horace-rice/rf87/overview,horace-rice,rf87,,,,,,,,
1907,3,US Championships,560,us-open,"Newport, United States",1907.08.20,128,128,Outdoor,Grass,,/en/scores/archive/us-open/560/1907/results,William Larned,/en/players/william-larned/lg45/overview,william-larned,lg45,,,,,,,,
1908,1,Wimbledon,540,wimbledon,"London, Great Britain",1908.06.22,128,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1908/results,Arthur Gore,/en/players/arthur-gore/gh85/overview,arthur-gore,gh85,,,,,,,,
1908,2,US Championships,560,us-open,"Newport, United States",1908.08.18,256,256,Outdoor,Grass,,/en/scores/archive/us-open/560/1908/results,Beals Wright,/en/players/beals-wright/w950/overview,beals-wright,w950,,,,,,,,
1908,3,Australasian Championships,580,australian-open,"Sydney, Australia",1908.12.07,16,16,Outdoor,Grass,,/en/scores/archive/australian-open/580/1908/results,Fred Alexander,/en/players/fred-alexander/af02/overview,fred-alexander,af02,,,,,,,,
1909,1,Wimbledon,540,wimbledon,"London, Great Britain",1909.06.21,128,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1909/results,Arthur Gore,/en/players/arthur-gore/gh85/overview,arthur-gore,gh85,,,,,,,,
1909,2,US Championships,560,us-open,"Newport, United States",1909.08.17,256,256,Outdoor,Grass,,/en/scores/archive/us-open/560/1909/results,William Clothier,/en/players/william-clothier/ck86/overview,william-clothier,ck86,,,,,,,,
1909,3,Australasian Championships,580,australian-open,"Perth, Australia",1909.10.16,16,16,Outdoor,Grass,,/en/scores/archive/australian-open/580/1909/results,Tony Wilding,/en/players/tony-wilding/w972/overview,tony-wilding,w972,,,,,,,,
1910,1,Australasian Championships,580,australian-open,"Adelaide, Australia",1910.03.15,16,16,Outdoor,Grass,,/en/scores/archive/australian-open/580/1910/results,Rodney Heath,/en/players/rodney-heath/he57/overview,rodney-heath,he57,,,,,,,,
1910,2,Wimbledon,540,wimbledon,"London, Great Britain",1910.06.20,128,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1910/results,Tony Wilding,/en/players/tony-wilding/w972/overview,tony-wilding,w972,,,,,,,,
1910,3,US Championships,560,us-open,"Newport, United States",1910.08.15,256,256,Outdoor,Grass,,/en/scores/archive/us-open/560/1910/results,Thomas Bundy,/en/players/thomas-bundy/br63/overview,thomas-bundy,br63,,,,,,,,
1911,1,Wimbledon,540,wimbledon,"London, Great Britain",1911.06.26,128,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1911/results,Tony Wilding,/en/players/tony-wilding/w972/overview,tony-wilding,w972,,,,,,,,
1911,2,US Championships,560,us-open,"Newport, United States",1911.08.21,256,256,Outdoor,Grass,,/en/scores/archive/us-open/560/1911/results,Maurice McLoughlin,/en/players/maurice-mcloughlin/mt38/overview,maurice-mcloughlin,mt38,,,,,,,,
1911,3,Australasian Championships,580,australian-open,"Melbourne, Australia",1911.11.20,32,32,Outdoor,Grass,,/en/scores/archive/australian-open/580/1911/results,Norman Brookes,/en/players/norman-brookes/bq52/overview,norman-brookes,bq52,,,,,,,,
1912,1,Wimbledon,540,wimbledon,"London, Great Britain",1912.06.24,128,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1912/results,Tony Wilding,/en/players/tony-wilding/w972/overview,tony-wilding,w972,,,,,,,,
1912,2,US Championships,560,us-open,"Newport, United States",1912.08.19,256,256,Outdoor,Grass,,/en/scores/archive/us-open/560/1912/results,Maurice McLoughlin,/en/players/maurice-mcloughlin/mt38/overview,maurice-mcloughlin,mt38,,,,,,,,
1912,3,Australasian Championships,580,australian-open,"Hastings, New Zealand",1912.12.30,16,16,Outdoor,Grass,,/en/scores/archive/australian-open/580/1912/results,James Cecile Parke,/en/players/james-cecile-parke/pj92/overview,james-cecile-parke,pj92,,,,,,,,
1913,1,Wimbledon,540,wimbledon,"London, Great Britain",1913.06.23,129,129,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1913/results,Tony Wilding,/en/players/tony-wilding/w972/overview,tony-wilding,w972,,,,,,,,
1913,2,US Championships,560,us-open,"Newport, Rhode Island, United States",1913.08.18,256,256,Outdoor,Grass,,/en/scores/archive/us-open/560/1913/results,Maurice McLoughlin,/en/players/maurice-mcloughlin/mt38/overview,maurice-mcloughlin,mt38,,,,,,,,
1913,3,Australasian Championships,580,australian-open,"Perth, Australia",1913.11.01,16,16,Outdoor,Grass,,/en/scores/archive/australian-open/580/1913/results,Ernest Parker,/en/players/ernest-parker/pk22/overview,ernest-parker,pk22,,,,,,,,
1914,1,Wimbledon,540,wimbledon,"London, Great Britain",1914.06.22,129,129,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1914/results,Norman Brookes,/en/players/norman-brookes/bq52/overview,norman-brookes,bq52,,,,,,,,
1914,2,US Championships,560,us-open,"Newport, Rhode Island, United States",1914.08.24,256,256,Outdoor,Grass,,/en/scores/archive/us-open/560/1914/results,Richard Norris Williams,/en/players/richard-norris-williams/w830/overview,richard-norris-williams,w830,,,,,,,,
1914,3,Australasian Championships,580,australian-open,"Melbourne, Australia",1914.11.23,32,32,Outdoor,Grass,,/en/scores/archive/australian-open/580/1914/results,Arthur O'Hara-Wood,/en/players/arthur-oharawood/o611/overview,arthur-oharawood,o611,,,,,,,,
1915,1,Australasian Championships,580,australian-open,"Brisbane, Australia",1915.08.16,32,32,Outdoor,Grass,,/en/scores/archive/australian-open/580/1915/results,Gordon Lowe,/en/players/gordon-lowe/lf73/overview,gordon-lowe,lf73,,,,,,,,
1915,2,US Championships,560,us-open,"New York, United States",1915.08.31,128,128,Outdoor,Grass,,/en/scores/archive/us-open/560/1915/results,Bill Johnston,/en/players/bill-johnston/j665/overview,bill-johnston,j665,,,,,,,,
1916,1,US Championships,560,us-open,"New York, United States",1916.08.28,128,128,Outdoor,Grass,,/en/scores/archive/us-open/560/1916/results,Richard Norris Williams,/en/players/richard-norris-williams/w830/overview,richard-norris-williams,w830,,,,,,,,
1917,1,US Championships,560,us-open,"New York, United States",1917.08.20,64,64,Outdoor,Grass,,/en/scores/archive/us-open/560/1917/results,Lindley Murray,/en/players/lindley-murray/mt28/overview,lindley-murray,mt28,,,,,,,,
1918,1,US Championships,560,us-open,"New York, United States",1918.08.26,128,128,Outdoor,Grass,,/en/scores/archive/us-open/560/1918/results,Lindley Murray,/en/players/lindley-murray/mt28/overview,lindley-murray,mt28,,,,,,,,
1919,1,Wimbledon,540,wimbledon,"London, Great Britain",1919.06.23,129,129,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1919/results,Gerald Patterson,/en/players/gerald-patterson/pj50/overview,gerald-patterson,pj50,,,,,,,,
1919,2,US Championships,560,us-open,"New York, United States",1919.08.26,128,128,Outdoor,Grass,,/en/scores/archive/us-open/560/1919/results,Bill Johnston,/en/players/bill-johnston/j665/overview,bill-johnston,j665,,,,,,,,
1919,3,Australasian Championships,580,australian-open,"Sydney, Australia",1920.01.22,64,64,Outdoor,Grass,,/en/scores/archive/australian-open/580/1919/results,Algernon Kingscote,/en/players/algernon-kingscote/kg77/overview,algernon-kingscote,kg77,,,,,,,,
1920,1,Australasian Championships,580,australian-open,"Adelaide, Australia",1920.03.15,32,32,Outdoor,Grass,,/en/scores/archive/australian-open/580/1920/results,Pat O'Hara-Wood,/en/players/pat-oharawood/o583/overview,pat-oharawood,o583,,,,,,,,
1920,2,Wimbledon,540,wimbledon,"London, Great Britain",1920.06.21,129,129,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1920/results,Bill Tilden,/en/players/bill-tilden/te54/overview,bill-tilden,te54,,,,,,,,
1920,3,US Championships,560,us-open,"New York, United States",1920.08.30,128,128,Outdoor,Grass,,/en/scores/archive/us-open/560/1920/results,Bill Tilden,/en/players/bill-tilden/te54/overview,bill-tilden,te54,,,,,,,,
1921,1,Wimbledon,540,wimbledon,"London, Great Britain",1921.06.20,129,129,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1921/results,Brian Norton,/en/players/brian-norton/n866/overview,brian-norton,n866,,,,,,,,
1921,2,US Championships,560,us-open,"Philadelphia, PA, United States",1921.09.09,128,128,Outdoor,Grass,,/en/scores/archive/us-open/560/1921/results,Bill Tilden,/en/players/bill-tilden/te54/overview,bill-tilden,te54,,,,,,,,
1921,3,Australasian Championships,580,australian-open,"Perth, Australia",1921.12.26,32,32,Outdoor,Grass,,/en/scores/archive/australian-open/580/1921/results,Rhys Gemmell,/en/players/rhys-gemmell/gh60/overview,rhys-gemmell,gh60,,,,,,,,
1922,1,Wimbledon,540,wimbledon,"London, Great Britain",1922.06.26,128,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1922/results,Gerald Patterson,/en/players/gerald-patterson/pj50/overview,gerald-patterson,pj50,,,,,,,,
1922,2,US Championships,560,us-open,"Philadelphia, PA, United States",1922.09.08,128,128,Outdoor,Grass,,/en/scores/archive/us-open/560/1922/results,Bill Tilden,/en/players/bill-tilden/te54/overview,bill-tilden,te54,,,,,,,,
1922,3,Australasian Championships,580,australian-open,"Sydney, Australia",1922.12.01,64,64,Outdoor,Grass,,/en/scores/archive/australian-open/580/1922/results,James Anderson,/en/players/james-anderson/ae69/overview,james-anderson,ae69,,,,,,,,
1923,1,Wimbledon,540,wimbledon,"London, Great Britain",1923.06.25,128,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1923/results,Bill Johnston,/en/players/bill-johnston/j665/overview,bill-johnston,j665,,,,,,,,
1923,2,Australasian Championships,580,australian-open,"Brisbane, Australia",1923.08.11,32,32,Outdoor,Grass,,/en/scores/archive/australian-open/580/1923/results,Pat O'Hara-Wood,/en/players/pat-oharawood/o583/overview,pat-oharawood,o583,,,,,,,,
1923,3,US Championships,560,us-open,"Philadelphia, PA, United States",1923.09.10,64,64,Outdoor,Grass,,/en/scores/archive/us-open/560/1923/results,Bill Tilden,/en/players/bill-tilden/te54/overview,bill-tilden,te54,,,,,,,,
1924,1,Australasian Championships,580,australian-open,"Melbourne, Australia",1924.01.20,64,64,Outdoor,Grass,,/en/scores/archive/australian-open/580/1924/results,James Anderson,/en/players/james-anderson/ae69/overview,james-anderson,ae69,,,,,,,,
1924,2,Wimbledon,540,wimbledon,"London, Great Britain",1924.06.23,128,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1924/results,Jean Borotra,/en/players/jean-borotra/b820/overview,jean-borotra,b820,,,,,,,,
1924,3,US Championships,560,us-open,"New York, United States",1924.08.25,128,128,Outdoor,Grass,,/en/scores/archive/us-open/560/1924/results,Bill Tilden,/en/players/bill-tilden/te54/overview,bill-tilden,te54,,,,,,,,
1925,1,Australian Championships,580,australian-open,"Sydney, Australia",1925.01.24,64,64,Outdoor,Grass,,/en/scores/archive/australian-open/580/1925/results,James Anderson,/en/players/james-anderson/ae69/overview,james-anderson,ae69,,,,,,,,
1925,2,French Championships,520,roland-garros,"Saint Cloud, France",1925.05.27,64,64,Outdoor,Grass,,/en/scores/archive/roland-garros/520/1925/results,Rene Lacoste,/en/players/rene-lacoste/lf18/overview,rene-lacoste,lf18,,,,,,,,
1925,3,Wimbledon,540,wimbledon,"London, Great Britain",1925.06.22,128,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1925/results,Rene Lacoste,/en/players/rene-lacoste/lf18/overview,rene-lacoste,lf18,,,,,,,,
1925,4,US Championships,560,us-open,"New York, United States",1925.09.14,64,64,Outdoor,Grass,,/en/scores/archive/us-open/560/1925/results,Bill Tilden,/en/players/bill-tilden/te54/overview,bill-tilden,te54,,,,,,,,
1926,1,Australian Championships,580,australian-open,"Adelaide, Australia",1926.01.23,64,64,Outdoor,Grass,,/en/scores/archive/australian-open/580/1926/results,John Hawkes,/en/players/john-hawkes/hd44/overview,john-hawkes,hd44,,,,,,,,
1926,2,French Championships,520,roland-garros,"Paris, France",1926.06.02,128,128,Outdoor,Grass,,/en/scores/archive/roland-garros/520/1926/results,Henri Cochet,/en/players/henri-cochet/cj19/overview,henri-cochet,cj19,,,,,,,,
1926,3,Wimbledon,540,wimbledon,"London, Great Britain",1926.06.21,128,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1926/results,Jean Borotra,/en/players/jean-borotra/b820/overview,jean-borotra,b820,,,,,,,,
1926,4,US Championships,560,us-open,"New York, United States",1926.09.13,64,64,Outdoor,Grass,,/en/scores/archive/us-open/560/1926/results,Rene Lacoste,/en/players/rene-lacoste/lf18/overview,rene-lacoste,lf18,,,,,,,,
1927,1,Australian Championships,580,australian-open,"Melbourne, Australia",1927.01.22,64,64,Outdoor,Grass,,/en/scores/archive/australian-open/580/1927/results,Gerald Patterson,/en/players/gerald-patterson/pj50/overview,gerald-patterson,pj50,,,,,,,,
1927,2,French Championships,520,roland-garros,"Saint Cloud, France",1927.05.24,128,128,Outdoor,Grass,,/en/scores/archive/roland-garros/520/1927/results,Rene Lacoste,/en/players/rene-lacoste/lf18/overview,rene-lacoste,lf18,,,,,,,,
1927,3,Wimbledon,540,wimbledon,"London, Great Britain",1927.06.20,128,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1927/results,Henri Cochet,/en/players/henri-cochet/cj19/overview,henri-cochet,cj19,,,,,,,,
1927,4,US Championships,560,us-open,"New York, United States",1927.09.12,64,64,Outdoor,Grass,,/en/scores/archive/us-open/560/1927/results,Rene Lacoste,/en/players/rene-lacoste/lf18/overview,rene-lacoste,lf18,,,,,,,,
1928,1,Australian Championships,580,australian-open,"Sydney, Australia",1928.01.28,64,64,Outdoor,Grass,,/en/scores/archive/australian-open/580/1928/results,Jean Borotra,/en/players/jean-borotra/b820/overview,jean-borotra,b820,,,,,,,,
1928,2,French Championships,520,roland-garros,"Paris, France",1928.05.25,128,128,Outdoor,Clay,,/en/scores/archive/roland-garros/520/1928/results,Henri Cochet,/en/players/henri-cochet/cj19/overview,henri-cochet,cj19,,,,,,,,
