2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,Round of 16,4,5,Rafael Nadal,n409,rafael-nadal,Mischa Zverev,z168,mischa-zverev,5,,61 61,2,0,12,2,0,0,2017-339-n409-z168,/en/scores/2017/339/MS009/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,Round of 16,4,6,Kyle Edmund,e831,kyle-edmund,Lucas Pouille,pf39,lucas-pouille,,6,63 31 (RET),2,0,9,4,0,0,2017-339-e831-pf39,/en/scores/2017/339/MS014/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,Round of 16,4,7,Grigor Dimitrov,d875,grigor-dimitrov,Nicolas Mahut,m873,nicolas-mahut,7,,62 64,2,0,12,6,0,0,2017-339-d875-m873,/en/scores/2017/339/MS011/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,Round of 16,4,8,Jordan Thompson,tc61,jordan-thompson,David Ferrer,f401,david-ferrer,WC,8,46 75 75,2,1,18,16,0,0,2017-339-tc61-f401,/en/scores/2017/339/MS012/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,Round of 32,5,1,Rafael Nadal,n409,rafael-nadal,Alexandr Dolgopolov,d801,alexandr-dolgopolov,5,,63 63,2,0,12,6,0,0,2017-339-n409-d801,/en/scores/2017/339/MS019/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,Round of 32,5,2,Lucas Pouille,pf39,lucas-pouille,Gilles Simon,sd32,gilles-simon,6,,76(6) 76(4),2,0,14,12,2,0,2017-339-pf39-sd32,/en/scores/2017/339/MS028/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,Round of 32,5,3,Grigor Dimitrov,d875,grigor-dimitrov,Steve Johnson,j386,steve-johnson,7,,62 63,2,0,12,5,0,0,2017-339-d875-j386,/en/scores/2017/339/MS023/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,Round of 32,5,4,David Ferrer,f401,david-ferrer,Bernard Tomic,ta46,bernard-tomic,8,,63 75,2,0,13,8,0,0,2017-339-f401-ta46,/en/scores/2017/339/MS024/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,Round of 32,5,5,Jared Donaldson,dc58,jared-donaldson,Gilles Muller,ma30,gilles-muller,Q,,64 64,2,0,12,8,0,0,2017-339-dc58-ma30,/en/scores/2017/339/MS026/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,Round of 32,5,6,Kyle Edmund,e831,kyle-edmund,Ernesto Escobedo,e873,ernesto-escobedo,,Q,76(4) 76(6),2,0,14,12,2,0,2017-339-e831-e873,/en/scores/2017/339/MS029/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,Round of 32,5,7,Sam Groth,g940,sam-groth,Pierre-Hugues Herbert,h996,pierre-hugues-herbert,WC,,63 57 75,2,1,18,15,0,0,2017-339-g940-h996,/en/scores/2017/339/MS021/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,Round of 32,5,8,Nicolas Mahut,m873,nicolas-mahut,Stephane Robert,r612,stephane-robert,,,46 63 64,2,1,16,13,0,0,2017-339-m873-r612,/en/scores/2017/339/MS022/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,Round of 32,5,9,Diego Schwartzman,sm37,diego-schwartzman,Sam Querrey,q927,sam-querrey,,,62 64,2,0,12,6,0,0,2017-339-sm37-q927,/en/scores/2017/339/MS017/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,Round of 32,5,10,Jordan Thompson,tc61,jordan-thompson,Elias Ymer,y218,elias-ymer,WC,WC,63 62,2,0,12,5,0,0,2017-339-tc61-y218,/en/scores/2017/339/MS025/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,Round of 32,5,11,Viktor Troicki,t840,viktor-troicki,Yoshihito Nishioka,n732,yoshihito-nishioka,,Q,64 75,2,0,13,9,0,0,2017-339-t840-n732,/en/scores/2017/339/MS030/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,Round of 32,5,12,Mischa Zverev,z168,mischa-zverev,Alex de Minaur,dh58,alex-de-minaur,,Q,63 63,2,0,12,6,0,0,2017-339-z168-dh58,/en/scores/2017/339/MS018/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,2nd Round Qualifying,6,1,Yoshihito Nishioka,n732,yoshihito-nishioka,Tim Smyczek,sf62,tim-smyczek,3,,75 64,2,0,13,9,0,0,2017-339-n732-sf62,/en/scores/2017/339/QS006/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,2nd Round Qualifying,6,2,Jared Donaldson,dc58,jared-donaldson,John-Patrick Smith,sj55,john-patrick-smith,4,WC,62 46 76(2),2,1,17,14,1,0,2017-339-dc58-sj55,/en/scores/2017/339/QS007/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,2nd Round Qualifying,6,3,Alex de Minaur,dh58,alex-de-minaur,Frances Tiafoe,td51,frances-tiafoe,WC,5,67(4) 64 64,2,1,18,15,0,1,2017-339-dh58-td51,/en/scores/2017/339/QS004/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,2nd Round Qualifying,6,4,Ernesto Escobedo,e873,ernesto-escobedo,Ivan Dodig,d646,ivan-dodig,,,63 67(3) 63,2,1,18,13,0,1,2017-339-e873-d646,/en/scores/2017/339/QS005/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,1st Round Qualifying,7,1,Alex de Minaur,dh58,alex-de-minaur,Mikhail Kukushkin,k926,mikhail-kukushkin,WC,1,64 76(7),2,0,13,10,1,0,2017-339-dh58-k926,/en/scores/2017/339/QS008/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,1st Round Qualifying,7,2,Ivan Dodig,d646,ivan-dodig,Ryan Harrison,h940,ryan-harrison,,2,64 46 64,2,1,16,14,0,0,2017-339-d646-h940,/en/scores/2017/339/QS010/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,1st Round Qualifying,7,3,Yoshihito Nishioka,n732,yoshihito-nishioka,Go Soeda,sc47,go-soeda,3,,64 06 62,2,1,12,12,0,0,2017-339-n732-sc47,/en/scores/2017/339/QS012/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,1st Round Qualifying,7,4,Jared Donaldson,dc58,jared-donaldson,Rajeev Ram,r548,rajeev-ram,4,,62 64,2,0,12,6,0,0,2017-339-dc58-r548,/en/scores/2017/339/QS014/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,1st Round Qualifying,7,5,Frances Tiafoe,td51,frances-tiafoe,Andrew Whittington,w630,andrew-whittington,5,,76(5) 63,2,0,13,9,1,0,2017-339-td51-w630,/en/scores/2017/339/QS009/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,1st Round Qualifying,7,6,Tim Smyczek,sf62,tim-smyczek,Bjorn Fratangelo,f811,bjorn-fratangelo,,6,46 62 63,2,1,16,11,0,0,2017-339-sf62-f811,/en/scores/2017/339/QS013/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,1st Round Qualifying,7,7,John-Patrick Smith,sj55,john-patrick-smith,Stefan Kozlov,ke64,stefan-kozlov,WC,7,62 63,2,0,12,5,0,0,2017-339-sj55-ke64,/en/scores/2017/339/QS015/match-stats
2017-339,1,brisbane,/en/scores/archive/brisbane/339/2017/results,1st Round Qualifying,7,8,Ernesto Escobedo,e873,ernesto-escobedo,Tobias Kamke,k839,tobias-kamke,,8,63 64,2,0,12,7,0,0,2017-339-e873-k839,/en/scores/2017/339/QS011/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Finals,1,1,Roberto Bautista Agut,bd06,roberto-bautista-agut,Daniil Medvedev,mm58,daniil-medvedev,2,,63 64,2,0,12,7,0,0,2017-891-bd06-mm58,/en/scores/2017/891/MS001/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Semi-Finals,2,1,Roberto Bautista Agut,bd06,roberto-bautista-agut,Benoit Paire,pd31,benoit-paire,2,5,63 63,2,0,12,6,0,0,2017-891-bd06-pd31,/en/scores/2017/891/MS003/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Semi-Finals,2,2,Daniil Medvedev,mm58,daniil-medvedev,Dudi Sela,sc56,dudi-sela,,,46 76(2) 62,2,1,17,14,1,0,2017-891-mm58-sc56,/en/scores/2017/891/MS002/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Quarter-Finals,3,1,Roberto Bautista Agut,bd06,roberto-bautista-agut,Mikhail Youzhny,y061,mikhail-youzhny,2,7,26 64 64,2,1,14,14,0,0,2017-891-bd06-y061,/en/scores/2017/891/MS007/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Quarter-Finals,3,2,Dudi Sela,sc56,dudi-sela,Albert Ramos-Vinolas,r772,albert-ramos-vinolas,,3,75 64,2,0,13,9,0,0,2017-891-sc56-r772,/en/scores/2017/891/MS005/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Quarter-Finals,3,3,Benoit Paire,pd31,benoit-paire,Aljaz Bedene,bh09,aljaz-bedene,5,,63 60,2,0,12,3,0,0,2017-891-pd31-bh09,/en/scores/2017/891/MS006/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Quarter-Finals,3,4,Daniil Medvedev,mm58,daniil-medvedev,Jozef Kovalik,kc04,jozef-kovalik,,Q,61 64,2,0,12,5,0,0,2017-891-mm58-kc04,/en/scores/2017/891/MS004/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 16,4,1,Jozef Kovalik,kc04,jozef-kovalik,Marin Cilic,c977,marin-cilic,Q,1,76(5) 57 75,2,1,19,18,1,0,2017-891-kc04-c977,/en/scores/2017/891/MS008/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 16,4,2,Roberto Bautista Agut,bd06,roberto-bautista-agut,Rogerio Dutra Silva,sc73,rogerio-dutra-silva,2,,63 62,2,0,12,5,0,0,2017-891-bd06-sc73,/en/scores/2017/891/MS015/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 16,4,3,Albert Ramos-Vinolas,r772,albert-ramos-vinolas,Steve Darcis,d632,steve-darcis,3,,62 60,2,0,12,2,0,0,2017-891-r772-d632,/en/scores/2017/891/MS010/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 16,4,4,Aljaz Bedene,bh09,aljaz-bedene,Martin Klizan,k966,martin-klizan,,4,76(3) 67(3) 76(2),2,1,20,19,2,1,2017-891-bh09-k966,/en/scores/2017/891/MS013/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 16,4,5,Benoit Paire,pd31,benoit-paire,Yuki Bhambri,bf55,yuki-bhambri,5,Q,63 64,2,0,12,7,0,0,2017-891-pd31-bf55,/en/scores/2017/891/MS012/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 16,4,6,Mikhail Youzhny,y061,mikhail-youzhny,Renzo Olivo,o376,renzo-olivo,7,,61 75,2,0,13,6,0,0,2017-891-y061-o376,/en/scores/2017/891/MS014/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 16,4,7,Daniil Medvedev,mm58,daniil-medvedev,Yen-Hsun Lu,l575,yen-hsun-lu,,8,64 63,2,0,12,7,0,0,2017-891-mm58-l575,/en/scores/2017/891/MS009/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 16,4,8,Dudi Sela,sc56,dudi-sela,Hyeon Chung,ch27,hyeon-chung,,Q,62 62,2,0,12,4,0,0,2017-891-sc56-ch27,/en/scores/2017/891/MS011/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 32,5,1,Benoit Paire,pd31,benoit-paire,Konstantin Kravchuk,k776,konstantin-kravchuk,5,,63 64,2,0,12,7,0,0,2017-891-pd31-k776,/en/scores/2017/891/MS024/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 32,5,2,Hyeon Chung,ch27,hyeon-chung,Borna Coric,cg80,borna-coric,Q,6,63 75,2,0,13,8,0,0,2017-891-ch27-cg80,/en/scores/2017/891/MS023/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 32,5,3,Mikhail Youzhny,y061,mikhail-youzhny,Saketh Myneni,me64,saketh-myneni,7,WC,64 63,2,0,12,7,0,0,2017-891-y061-me64,/en/scores/2017/891/MS028/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 32,5,4,Yen-Hsun Lu,l575,yen-hsun-lu,Radu Albot,a829,radu-albot,8,,62 61,2,0,12,3,0,0,2017-891-l575-a829,/en/scores/2017/891/MS019/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 32,5,5,Aljaz Bedene,bh09,aljaz-bedene,Guillermo Garcia-Lopez,g476,guillermo-garcia-lopez,,,63 63,2,0,12,6,0,0,2017-891-bh09-g476,/en/scores/2017/891/MS026/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 32,5,6,Yuki Bhambri,bf55,yuki-bhambri,Ramkumar Ramanathan,rb56,ramkumar-ramanathan,Q,WC,61 61,2,0,12,2,0,0,2017-891-bf55-rb56,/en/scores/2017/891/MS025/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 32,5,7,Steve Darcis,d632,steve-darcis,Nikola Mektic,mf09,nikola-mektic,,Q,62 63,2,0,12,5,0,0,2017-891-d632-mf09,/en/scores/2017/891/MS021/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 32,5,8,Rogerio Dutra Silva,sc73,rogerio-dutra-silva,Dusan Lajovic,l987,dusan-lajovic,,,76(2) 46 76(3),2,1,18,18,2,0,2017-891-sc73-l987,/en/scores/2017/891/MS030/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 32,5,9,Jozef Kovalik,kc04,jozef-kovalik,Gastao Elias,e698,gastao-elias,Q,,67(5) 64 62,2,1,18,13,0,1,2017-891-kc04-e698,/en/scores/2017/891/MS017/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 32,5,10,Daniil Medvedev,mm58,daniil-medvedev,Thiago Monteiro,mj08,thiago-monteiro,,,63 63,2,0,12,6,0,0,2017-891-mm58-mj08,/en/scores/2017/891/MS018/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 32,5,11,Renzo Olivo,o376,renzo-olivo,Casper Ruud,rh16,casper-ruud,,WC,76(3) 62,2,0,13,8,1,0,2017-891-o376-rh16,/en/scores/2017/891/MS029/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,Round of 32,5,12,Dudi Sela,sc56,dudi-sela,Damir Dzumhur,d923,damir-dzumhur,,,62 62,2,0,12,4,0,0,2017-891-sc56-d923,/en/scores/2017/891/MS022/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,2nd Round Qualifying,6,1,Hyeon Chung,ch27,hyeon-chung,Jurgen Melzer,m762,jurgen-melzer,1,PR,60 76(4),2,0,13,6,1,0,2017-891-ch27-m762,/en/scores/2017/891/QS004/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,2nd Round Qualifying,6,2,Yuki Bhambri,bf55,yuki-bhambri,Nicolas Kicker,kc29,nicolas-kicker,WC,2,63 61,2,0,12,4,0,0,2017-891-bf55-kc29,/en/scores/2017/891/QS005/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,2nd Round Qualifying,6,3,Jozef Kovalik,kc04,jozef-kovalik,Prajnesh Gunneswaran,ga94,prajnesh-gunneswaran,3,,76(2) 62,2,0,13,8,1,0,2017-891-kc04-ga94,/en/scores/2017/891/QS006/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,2nd Round Qualifying,6,4,Nikola Mektic,mf09,nikola-mektic,Marco Trungelliti,ta29,marco-trungelliti,AL,4,75 62,2,0,13,7,0,0,2017-891-mf09-ta29,/en/scores/2017/891/QS007/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,1st Round Qualifying,7,1,Hyeon Chung,ch27,hyeon-chung,Miljan Zekic,z246,miljan-zekic,1,,61 63,2,0,12,4,0,0,2017-891-ch27-z246,/en/scores/2017/891/QS008/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,1st Round Qualifying,7,2,Nicolas Kicker,kc29,nicolas-kicker,Sasi Kumar Mukund,mp13,sasi-kumar-mukund,2,WC,67(5) 63 75,2,1,19,15,0,1,2017-891-kc29-mp13,/en/scores/2017/891/QS010/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,1st Round Qualifying,7,3,Jozef Kovalik,kc04,jozef-kovalik,Franko Skugor,sf76,franko-skugor,3,,63 64,2,0,12,7,0,0,2017-891-kc04-sf76,/en/scores/2017/891/QS012/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,1st Round Qualifying,7,4,Marco Trungelliti,ta29,marco-trungelliti,Alessandro Bega,bf98,alessandro-bega,4,,60 64,2,0,12,4,0,0,2017-891-ta29-bf98,/en/scores/2017/891/QS014/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,1st Round Qualifying,7,5,Jurgen Melzer,m762,jurgen-melzer,Steven Diez,d916,steven-diez,PR,5,61 61,2,0,12,2,0,0,2017-891-m762-d916,/en/scores/2017/891/QS009/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,1st Round Qualifying,7,6,Prajnesh Gunneswaran,ga94,prajnesh-gunneswaran,Hiroki Moriya,mi01,hiroki-moriya,,6,62 63,2,0,12,5,0,0,2017-891-ga94-mi01,/en/scores/2017/891/QS013/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,1st Round Qualifying,7,7,Nikola Mektic,mf09,nikola-mektic,Federico Gaio,gb53,federico-gaio,AL,7,63 60,2,0,12,3,0,0,2017-891-mf09-gb53,/en/scores/2017/891/QS015/match-stats
2017-891,2,chennai,/en/scores/archive/chennai/891/2017/results,1st Round Qualifying,7,8,Yuki Bhambri,bf55,yuki-bhambri,Marco Cecchinato,cf01,marco-cecchinato,WC,8,75 61,2,0,13,6,0,0,2017-891-bf55-cf01,/en/scores/2017/891/QS011/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Finals,1,1,Novak Djokovic,d643,novak-djokovic,Andy Murray,mc10,andy-murray,2,1,63 57 64,2,1,17,14,0,0,2017-451-d643-mc10,/en/scores/2017/451/MS001/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Semi-Finals,2,1,Andy Murray,mc10,andy-murray,Tomas Berdych,ba47,tomas-berdych,1,3,63 64,2,0,12,7,0,0,2017-451-mc10-ba47,/en/scores/2017/451/MS002/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Semi-Finals,2,2,Novak Djokovic,d643,novak-djokovic,Fernando Verdasco,v306,fernando-verdasco,2,,46 76(7) 63,2,1,17,15,1,0,2017-451-d643-v306,/en/scores/2017/451/MS003/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Quarter-Finals,3,1,Andy Murray,mc10,andy-murray,Nicolas Almagro,a479,nicolas-almagro,1,,76(4) 75,2,0,14,11,1,0,2017-451-mc10-a479,/en/scores/2017/451/MS004/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Quarter-Finals,3,2,Novak Djokovic,d643,novak-djokovic,Radek Stepanek,s694,radek-stepanek,2,Q,63 63,2,0,12,6,0,0,2017-451-d643-s694,/en/scores/2017/451/MS007/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Quarter-Finals,3,3,Tomas Berdych,ba47,tomas-berdych,Jo-Wilfried Tsonga,t786,jo-wilfried-tsonga,3,5,75 63,2,0,13,8,0,0,2017-451-ba47-t786,/en/scores/2017/451/MS005/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Quarter-Finals,3,4,Fernando Verdasco,v306,fernando-verdasco,Ivo Karlovic,k336,ivo-karlovic,,6,62 75,2,0,13,7,0,0,2017-451-v306-k336,/en/scores/2017/451/MS006/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Round of 16,4,1,Andy Murray,mc10,andy-murray,Gerald Melzer,mi43,gerald-melzer,1,,76(6) 75,2,0,14,11,1,0,2017-451-mc10-mi43,/en/scores/2017/451/MS008/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Round of 16,4,2,Novak Djokovic,d643,novak-djokovic,Horacio Zeballos,z184,horacio-zeballos,2,,63 64,2,0,12,7,0,0,2017-451-d643-z184,/en/scores/2017/451/MS015/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Round of 16,4,3,Tomas Berdych,ba47,tomas-berdych,Jiri Vesely,v708,jiri-vesely,3,,76(5) 16 61,2,1,14,13,1,0,2017-451-ba47-v708,/en/scores/2017/451/MS010/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Round of 16,4,4,Fernando Verdasco,v306,fernando-verdasco,David Goffin,gb88,david-goffin,,4,61 76(6),2,0,13,7,1,0,2017-451-v306-gb88,/en/scores/2017/451/MS013/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Round of 16,4,5,Jo-Wilfried Tsonga,t786,jo-wilfried-tsonga,Dustin Brown,ba65,dustin-brown,5,,61 63,2,0,12,4,0,0,2017-451-t786-ba65,/en/scores/2017/451/MS011/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Round of 16,4,6,Ivo Karlovic,k336,ivo-karlovic,Karen Khachanov,ke29,karen-khachanov,6,,76(3) 76(3),2,0,14,12,2,0,2017-451-k336-ke29,/en/scores/2017/451/MS012/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Round of 16,4,7,Nicolas Almagro,a479,nicolas-almagro,Philipp Kohlschreiber,k435,philipp-kohlschreiber,,7,76(5) 76(6),2,0,14,12,2,0,2017-451-a479-k435,/en/scores/2017/451/MS009/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Round of 16,4,8,Radek Stepanek,s694,radek-stepanek,Arthur De Greef,d981,arthur-de-greef,Q,WC,63 62,2,0,12,5,0,0,2017-451-s694-d981,/en/scores/2017/451/MS014/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Round of 32,5,1,Andy Murray,mc10,andy-murray,Jeremy Chardy,ca12,jeremy-chardy,1,,60 76(2),2,0,13,6,1,0,2017-451-mc10-ca12,/en/scores/2017/451/MS016/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Round of 32,5,2,Novak Djokovic,d643,novak-djokovic,Jan-Lennard Struff,sl28,jan-lennard-struff,2,,76(1) 63,2,0,13,9,1,0,2017-451-d643-sl28,/en/scores/2017/451/MS031/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Round of 32,5,3,Tomas Berdych,ba47,tomas-berdych,Alessandro Giannessi,g983,alessandro-giannessi,3,Q,76(1) 62,2,0,13,8,1,0,2017-451-ba47-g983,/en/scores/2017/451/MS020/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Round of 32,5,4,David Goffin,gb88,david-goffin,Robin Haase,h756,robin-haase,4,,76(4) 62,2,0,13,8,1,0,2017-451-gb88-h756,/en/scores/2017/451/MS027/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Round of 32,5,5,Jo-Wilfried Tsonga,t786,jo-wilfried-tsonga,Andrey Kuznetsov,kb54,andrey-kuznetsov,5,,61 46 62,2,1,16,9,0,0,2017-451-t786-kb54,/en/scores/2017/451/MS023/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Round of 32,5,6,Ivo Karlovic,k336,ivo-karlovic,Illya Marchenko,me89,illya-marchenko,6,,76(5) 76(0),2,0,14,12,2,0,2017-451-k336-me89,/en/scores/2017/451/MS024/match-stats
2017-451,3,doha,/en/scores/archive/doha/451/2017/results,Round of 32,5,7,Philipp Kohlschreiber,k435,philipp-kohlschreiber,Malek Jaziri,j267,malek-jaziri,7,,62 76(3),2,0,13,8,1,0,2017-451-k435-j267,/en/scores/2017/451/MS019/match-stats
