year,tournament,start date,type,surface,draw,atp points,atp ranking,tournament prize money,round,opponent,ranking,score,stats link,tournament,tournament round,time,winner,player1 name,player1 nationality,player1 aces,player1 double faults,player1 1st serves in,player1 1st serves total,player1 1st serve points won,player1 1st serve points total,player1 2nd serve points won,player1 2nd serve points total,player1 break points won,player1 break points total,player1 service games played,player1 1st serve return points won,player1 1st serve return points total,player1 2nd serve return points won,player1 2nd serve return points total,player1 break points converted won,player1 break points converted total,player1 return games played,player1 total service points won,player1 total service points total,player1 total return points won,player1 total return points total,player1 total points won,player1 total points total,player2 name,player2 nationality,player2 aces,player2 double faults,player2 1st serves in,player2 1st serves total,player2 1st serve points won,player2 1st serve points total,player2 2nd serve points won,player2 2nd serve points total,player2 break points won,player2 break points total,player2 service games played,player2 1st serve return points won,player2 1st serve return points total,player2 2nd serve return points won,player2 2nd serve return points total,player2 break points converted won,player2 break points converted total,player2 return games played,player2 total service points won,player2 total service points total,player2 total return points won,player2 total return points total,player2 total points won,player2 total points total
1999,"Brest, France",25.10.1999,CH,Indoor: Hard,Draw: 32,78,66,"$14,400",W,Max Mirnyi (BLR),90,"W 7-6(4), 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=453&y=1999&r=7&p=F324,Brest,F,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Max Mirnyi,Belarus,,,,,,,,,,,,,,,,,,,,,,,,
1999,"Lyon, France",18.10.1999,WS,Indoor: Carpet,Draw: 48,14,67,"$7,290",R64,Daniel Vacek (CZE),53,"W 6-3, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=375&y=1999&r=2&p=F324,Lyon,R64,70,Roger Federer,Roger Federer,Switzerland,2,1,33,57,25,33,15,24,4,5,9,9,32,22,37,4,7,10,40,57,31,69,71,126,Daniel Vacek,Czech Republic,3,4,32,69,23,32,15,37,3,7,10,8,33,9,24,1,5,9,38,69,17,57,55,126
1999,"Lyon, France",18.10.1999,WS,Indoor: Carpet,Draw: 48,14,67,"$7,290",R32,Lleyton Hewitt (AUS),27,"L 6-7(4), 6-2, 4-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=375&y=1999&r=3&p=F324,Lyon,R32,131,Lleyton Hewitt,Roger Federer,Switzerland,5,4,54,109,39,54,26,55,6,10,15,15,47,25,50,5,12,15,65,109,40,97,105,206,Lleyton Hewitt,Australia,3,1,47,97,32,47,25,50,7,12,15,15,54,29,55,4,10,15,57,97,44,109,101,206
1999,"Vienna, Austria",11.10.1999,CS,Indoor: Hard,Draw: 32,128,93,"$34,700",R32,Vincent Spadea (USA),21,"W 6-4, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=337&y=1999&r=3&p=F324,Vienna,R32,59,Roger Federer,Roger Federer,Switzerland,4,1,28,51,24,28,9,23,1,3,9,7,20,20,31,5,7,9,33,51,27,51,60,102,Vincent Spadea,United States,3,5,20,51,13,20,11,31,2,7,9,4,28,14,23,2,3,9,24,51,18,51,42,102
1999,"Vienna, Austria",11.10.1999,CS,Indoor: Hard,Draw: 32,128,93,"$34,700",R16,Jiri Novak (CZE),34,"W 7-6(8), 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=337&y=1999&r=4&p=F324,Vienna,R16,71,Roger Federer,Roger Federer,Switzerland,6,3,35,60,24,35,13,25,1,3,9,22,49,14,22,5,10,10,37,60,36,71,73,131,Jiri Novak,Czech Republic,0,2,49,71,27,49,8,22,5,10,10,11,35,12,25,2,3,9,35,71,23,60,58,131
1999,"Vienna, Austria",11.10.1999,CS,Indoor: Hard,Draw: 32,128,93,"$34,700",Q,Karol Kucera (SVK),15,"W 2-6, 6-4, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=337&y=1999&r=5&p=F324,Vienna,Q,89,Roger Federer,Roger Federer,Switzerland,6,4,45,77,38,45,14,32,3,5,13,14,41,17,38,3,10,12,52,77,31,79,83,156,Karol Kucera,Slovakia,6,6,41,79,27,41,21,38,7,10,12,7,45,18,32,2,5,13,48,79,25,77,73,156
1999,"Vienna, Austria",11.10.1999,CS,Indoor: Hard,Draw: 32,128,93,"$34,700",S,Greg Rusedski (GBR),7,"L 3-6, 4-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=337&y=1999&r=6&p=F324,Vienna,S,62,Greg Rusedski,Roger Federer,Switzerland,4,3,41,63,28,41,11,22,1,3,9,3,31,5,17,0,0,10,39,63,8,48,47,111,Greg Rusedski,Great Britain,7,1,31,48,28,31,12,17,0,0,10,13,41,11,22,2,3,9,40,48,24,63,64,111
1999,"Basel, Switzerland",04.10.1999,WS,Indoor: Carpet,Draw: 32,43,106,"$27,970",R32,Martin Damm (CZE),105,"W 6-2, 3-6, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=1999&r=3&p=F324,Basel,R32,96,Roger Federer,Roger Federer,Switzerland,4,1,45,79,34,45,18,34,2,4,14,9,32,14,35,3,3,13,52,79,23,67,75,146,Martin Damm,Czech Republic,3,2,32,67,23,32,21,35,0,3,13,11,45,16,34,2,4,14,44,67,27,79,71,146
1999,"Basel, Switzerland",04.10.1999,WS,Indoor: Carpet,Draw: 32,43,106,"$27,970",R16,Alexander Popp (GER),134,"W 6-2, 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=1999&r=4&p=F324,Basel,R16,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Popp,Germany,,,,,,,,,,,,,,,,,,,,,,,,
1999,"Basel, Switzerland",04.10.1999,WS,Indoor: Carpet,Draw: 32,43,106,"$27,970",Q,Tim Henman (GBR),6,"L 3-6, 5-7",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=1999&r=5&p=F324,Basel,Q,84,Tim Henman,Roger Federer,Switzerland,2,3,54,79,28,54,14,25,6,10,10,13,45,8,20,2,3,11,42,79,21,65,63,144,Tim Henman,Great Britain,8,1,45,65,32,45,12,20,1,3,11,26,54,11,25,4,10,10,44,65,37,79,81,144
1999,"Toulouse, France",27.09.1999,WS,Indoor: Hard,Draw: 32,24,96,"$6,250",R32,Rainer Schuettler (GER),46,"W 7-6(4), 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=327&y=1999&r=3&p=F324,Toulouse,R32,74,Roger Federer,Roger Federer,Switzerland,7,2,44,65,33,44,13,21,0,0,10,19,52,13,24,2,6,9,46,65,32,76,78,141,Rainer Schuettler,Germany,0,3,52,76,33,52,11,24,4,6,9,11,44,8,21,0,0,10,44,76,19,65,63,141
1999,"Toulouse, France",27.09.1999,WS,Indoor: Hard,Draw: 32,24,96,"$6,250",R16,Fabrice Santoro (FRA),39,"L 3-6, 6-7(3)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=327&y=1999&r=4&p=F324,Toulouse,R16,80,Fabrice Santoro,Roger Federer,Switzerland,6,3,49,82,30,49,15,33,6,9,11,9,39,7,19,1,1,10,45,82,16,58,61,140,Fabrice Santoro,France,2,1,39,58,30,39,12,19,0,1,10,19,49,18,33,3,9,11,42,58,37,82,79,140
1999,"Tashkent, Uzbekistan",13.09.1999,WS,Outdoor: Hard,Draw: 32,34,104,"$8,000",R32,Cedric Pioline (FRA),16,"W 6-4, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=73&y=1999&r=3&p=F324,Tashkent,R32,53,Roger Federer,Roger Federer,Switzerland,9,2,28,47,21,28,14,19,1,2,9,14,31,15,32,4,9,10,35,47,29,63,64,110,Cedric Pioline,France,3,2,31,63,17,31,17,32,5,9,10,7,28,5,19,1,2,9,34,63,12,47,46,110
1999,"Tashkent, Uzbekistan",13.09.1999,WS,Outdoor: Hard,Draw: 32,34,104,"$8,000",R16,Peter Wessels (NED),92,"L 6-4, 6-7(1), 4-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=73&y=1999&r=4&p=F324,Tashkent,R16,100,Peter Wessels,Roger Federer,Switzerland,4,4,52,96,35,52,23,44,5,8,16,14,58,20,40,3,5,16,58,96,34,98,92,194,Peter Wessels,Netherlands,11,7,58,98,44,58,20,40,2,5,16,17,52,21,44,3,8,16,64,98,38,96,102,194
1999,"Washington, DC, U.S.A.",16.08.1999,CS,Outdoor: Hard,Draw: 56,1,104,"$2,100",R64,Bjorn Phau (GER),407,"L 2-6, 3-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=418&y=1999&r=2&p=F324,Washington,R64,68,Bjorn Phau,Roger Federer,Switzerland,1,4,42,76,26,42,11,34,4,9,9,10,30,9,25,1,7,8,37,76,19,55,56,131,Bjorn Phau,Germany,4,3,30,55,20,30,16,25,6,7,8,16,42,23,34,5,9,9,36,55,39,76,75,131
1999,"Segovia, Spain",02.08.1999,CH,Outdoor: Hard,Draw: 32,8,106,"$1,720",R32,Quino Munoz (ESP),520,"W 7-6(5), 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=783&y=1999&r=3&p=F324,Segovia,R32,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Quino Munoz,Spain,,,,,,,,,,,,,,,,,,,,,,,,
1999,"Segovia, Spain",02.08.1999,CH,Outdoor: Hard,Draw: 32,8,106,"$1,720",R16,Nicolas Escude (FRA),139,"L 6-3, 1-6, 4-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=783&y=1999&r=4&p=F324,Segovia,R16,0,Nicolas Escude,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Nicolas Escude,France,,,,,,,,,,,,,,,,,,,,,,,,
1999,"SUI V BEL QF, Brussels, Belgium",16.07.1999,DC,Outdoor: Clay,Draw: 6,,109,$,RR,Christophe Van Garsse (BEL),146,"L 6-7(4), 6-3, 6-1, 5-7, 1-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=907&y=1999&r=-6&p=F324,SUI V BEL QF,RR,0,Christophe Van Garsse,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Christophe Van Garsse,Belgium,,,,,,,,,,,,,,,,,,,,,,,,
1999,"SUI V BEL QF, Brussels, Belgium",16.07.1999,DC,Outdoor: Clay,Draw: 6,,109,$,RR,Xavier Malisse (BEL),111,"L 6-4, 3-6, 5-7, 6-7(5)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=907&y=1999&r=-4&p=F324,SUI V BEL QF,RR,0,Xavier Malisse,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Xavier Malisse,Belgium,,,,,,,,,,,,,,,,,,,,,,,,
1999,"Gstaad, Switzerland",05.07.1999,WS,Outdoor: Clay,Draw: 32,1,107,"$5,250",R32,Younes El Aynaoui (MAR),33,"L 2-6, 3-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=314&y=1999&r=3&p=F324,Gstaad,R32,57,Younes El Aynaoui,Roger Federer,Switzerland,0,4,33,60,20,33,12,27,4,7,8,2,22,7,24,0,1,9,32,60,9,46,41,106,Younes El Aynaoui,Morocco,3,3,22,46,20,22,17,24,1,1,9,13,33,15,27,3,7,8,37,46,28,60,65,106
1999,"Wimbledon, England",21.06.1999,GS,Outdoor: Grass,Draw: 128,1,103,"$10,870",R128,Jiri Novak (CZE),59,"L 3-6, 6-3, 6-4, 3-6, 4-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=1999&r=1&p=F324,Wimbledon,R128,138,Jiri Novak,Roger Federer,Switzerland,8,6,108,160,77,108,22,52,10,15,23,45,130,25,41,4,21,24,99,160,70,171,169,331,Jiri Novak,Czech Republic,1,5,130,171,85,130,16,41,17,21,24,31,108,30,52,5,15,23,101,171,61,160,162,331
1999,"London / Queen's Club, England",07.06.1999,WS,Outdoor: Grass,Draw: 56,1,104,"$3,600",R64,Byron Black (ZIM),37,"L 3-6, 0-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=311&y=1999&r=2&p=F324,London / Queen's Club,R64,52,Byron Black,Roger Federer,Switzerland,0,4,33,55,15,33,9,22,3,8,7,8,29,9,21,1,2,8,24,55,17,50,41,105,Byron Black,Zimbabwe,2,0,29,50,21,29,12,21,1,2,8,18,33,13,22,5,8,7,33,50,31,55,64,105
1999,"Surbiton, England",31.05.1999,CH,Outdoor: Grass,Draw: 32,26,111,"$2,500",R32,Maurice Ruah (VEN),175,"W 7-6, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=720&y=1999&r=3&p=F324,Surbiton,R32,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Ruah,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,
1999,"Surbiton, England",31.05.1999,CH,Outdoor: Grass,Draw: 32,26,111,"$2,500",R16,John van Lottum (NED),64,"W 6-3, 3-6, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=720&y=1999&r=4&p=F324,Surbiton,R16,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,John van Lottum,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,
1999,"Surbiton, England",31.05.1999,CH,Outdoor: Grass,Draw: 32,26,111,"$2,500",Q,Alex O'Brien (USA),173,"W 6-1, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=720&y=1999&r=5&p=F324,Surbiton,Q,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Alex O'Brien,United States,,,,,,,,,,,,,,,,,,,,,,,,
1999,"Surbiton, England",31.05.1999,CH,Outdoor: Grass,Draw: 32,26,111,"$2,500",S,Sargis Sargsian (ARM),75,"L 7-6, 3-6, 6-7",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=720&y=1999&r=6&p=F324,Surbiton,S,0,Sargis Sargsian,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Sargis Sargsian,Armenia,,,,,,,,,,,,,,,,,,,,,,,,
1999,"Roland Garros, France",24.05.1999,GS,Outdoor: Clay,Draw: 128,1,111,"$9,929",R128,Patrick Rafter (AUS),3,"L 7-5, 3-6, 0-6, 2-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=520&y=1999&r=1&p=F324,Roland Garros,R128,133,Patrick Rafter,Roger Federer,Switzerland,3,3,60,108,37,60,24,48,10,17,17,25,84,13,33,2,9,18,61,108,38,117,99,225,Patrick Rafter,Australia,6,3,84,117,59,84,20,33,7,9,18,23,60,24,48,7,17,17,79,117,47,108,126,225
1999,"Ljubljana, Slovenia, Ljubljana",03.05.1999,CH,Outdoor: Clay,Draw: 32,44,123,"$6,275",R32,Eduardo Medica (ARG),117,"W 6-3, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=754&y=1999&r=3&p=F324,Ljubljana,R32,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Eduardo Medica,Argentina,,,,,,,,,,,,,,,,,,,,,,,,
1999,"Ljubljana, Slovenia, Ljubljana",03.05.1999,CH,Outdoor: Clay,Draw: 32,44,123,"$6,275",R16,Radomir Vasek (CZE),237,"W 7-6, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=754&y=1999&r=4&p=F324,Ljubljana,R16,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Radomir Vasek,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,
1999,"Ljubljana, Slovenia, Ljubljana",03.05.1999,CH,Outdoor: Clay,Draw: 32,44,123,"$6,275",Q,Juan Albert Viloca-Puig (ESP),149,"W 2-6, 6-3, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=754&y=1999&r=5&p=F324,Ljubljana,Q,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Juan Albert Viloca-Puig,Spain,,,,,,,,,,,,,,,,,,,,,,,,
1999,"Ljubljana, Slovenia, Ljubljana",03.05.1999,CH,Outdoor: Clay,Draw: 32,44,123,"$6,275",S,Dinu Pescariu (ROU),99,"L 6-7, 2-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=754&y=1999&r=6&p=F324,Ljubljana,S,0,Dinu Pescariu,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Dinu Pescariu,Romania,,,,,,,,,,,,,,,,,,,,,,,,
1999,"Espinho, Portugal",26.04.1999,CH,Outdoor: Clay,Draw: 32,1,124,"$1,300",R32,Juan Balcells (ESP),291,"L 6-7, 3-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=641&y=1999&r=3&p=F324,Espinho,R32,0,Juan Balcells,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Juan Balcells,Spain,,,,,,,,,,,,,,,,,,,,,,,,
1999,"ATP Masters Series Monte Carlo, Monaco",19.04.1999,SU,Outdoor: Clay,Draw: 56,1,128,"$7,690",R64,Vincent Spadea (USA),33,"L 6-7(3), 0-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=1999&r=2&p=F324,ATP Masters Series Monte Carlo,R64,65,Vincent Spadea,Roger Federer,Switzerland,0,2,33,62,20,33,15,29,4,7,9,6,33,5,21,0,0,9,35,62,11,54,46,116,Vincent Spadea,United States,1,0,33,54,27,33,16,21,0,0,9,13,33,14,29,3,7,9,43,54,27,62,70,116
1999,"ITA V SUI 1RD, Switzerland",02.04.1999,DC,Indoor: Carpet,Draw: 4,,123,$,RR,Davide Sanguinetti (ITA),48,"W 6-4, 6-7(3), 6-3, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=909&y=1999&r=-6&p=F324,ITA V SUI 1RD,RR,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Davide Sanguinetti,Italy,,,,,,,,,,,,,,,,,,,,,,,,
1999,"ITA V SUI 1RD, Switzerland",02.04.1999,DC,Indoor: Carpet,Draw: 4,,123,$,RR,Gianluca Pozzi (ITA),69,"L 4-6, 6-7(4)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=909&y=1999&r=-3&p=F324,ITA V SUI 1RD,RR,0,Gianluca Pozzi,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Gianluca Pozzi,Italy,,,,,,,,,,,,,,,,,,,,,,,,
1999,"ATP Masters Series Miami, FL, U.S.A",15.03.1999,SU,Outdoor: Hard,Draw: 96,1,125,"$4,000",R128,Kenneth Carlsen (DEN),106,"L 5-7, 6-7(4)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=1999&r=1&p=F324,ATP Masters Series Miami,R128,102,Kenneth Carlsen,Roger Federer,Switzerland,6,6,54,104,39,54,22,50,11,14,12,11,45,13,31,2,7,12,61,104,24,76,85,180,Kenneth Carlsen,Denmark,6,1,45,76,34,45,18,31,5,7,12,15,54,28,50,3,14,12,52,76,43,104,95,180
1999,"Grenoble, France",01.03.1999,CH,Indoor: Hard,Draw: 32,6,129,$650,R32,Rodolphe Gilbert (FRA),191,"W 6-2, 6-0",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=493&y=1999&r=3&p=F324,Grenoble,R32,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Rodolphe Gilbert,France,,,,,,,,,,,,,,,,,,,,,,,,
1999,"Grenoble, France",01.03.1999,CH,Indoor: Hard,Draw: 32,6,129,$650,R16,Julien Boutter (FRA),215,"L 6-4, 2-6, 3-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=493&y=1999&r=4&p=F324,Grenoble,R16,0,Julien Boutter,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Julien Boutter,France,,,,,,,,,,,,,,,,,,,,,,,,
1999,"Rotterdam, The Netherlands",15.02.1999,CS,Indoor: Carpet,Draw: 32,77,178,"$19,650",R32,Guillaume Raoux (FRA),71,"W 6-7(4), 7-5, 7-6(3)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=1999&r=3&p=F324,Rotterdam,R32,149,Roger Federer,Roger Federer,Switzerland,14,2,71,111,58,71,21,40,1,2,18,20,69,31,71,2,6,18,79,111,51,140,130,251,Guillaume Raoux,France,10,9,69,140,49,69,40,71,4,6,18,13,71,19,40,1,2,18,89,140,32,111,121,251
1999,"Rotterdam, The Netherlands",15.02.1999,CS,Indoor: Carpet,Draw: 32,77,178,"$19,650",R16,Bohdan Ulihrach (CZE),30,"W 6-4, 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=1999&r=4&p=F324,Rotterdam,R16,65,Roger Federer,Roger Federer,Switzerland,10,3,37,55,31,37,13,18,0,0,11,8,41,17,29,2,7,11,44,55,25,70,69,125,Bohdan Ulihrach,Czech Republic,5,4,41,70,33,41,12,29,5,7,11,6,37,5,18,0,0,11,45,70,11,55,56,125
