1884-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1884.08.27,1884,8,27,64,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1884/results,Howard Taylor,/en/players/howard-taylor/tg02/overview,howard-taylor,tg02,,,,,,,,
1885-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1885.07.04,1885,7,4,32,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1885/results,William Renshaw,/en/players/william-renshaw/rg71/overview,william-renshaw,rg71,,,,,,,,
1885-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1885.08.18,1885,8,18,32,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1885/results,Godfrey Brinley,/en/players/godfrey-brinley/bt27/overview,godfrey-brinley,bt27,,,,,,,,
1886-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1886.07.03,1886,7,3,32,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1886/results,William Renshaw,/en/players/william-renshaw/rg71/overview,william-renshaw,rg71,,,,,,,,
1886-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1886.08.23,1886,8,23,33,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1886/results,R. Livingston Beeckman,/en/players/r.-livingston-beeckman/lh26/overview,r.-livingston-beeckman,lh26,,,,,,,,
1887-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1887.07.02,1887,7,2,17,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1887/results,Herbert Lawford,/en/players/herbert-lawford/lg94/overview,herbert-lawford,lg94,,,,,,,,
1887-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1887.08.22,1887,8,22,17,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1887/results,Henry Slocum,/en/players/henry-slocum/sw16/overview,henry-slocum,sw16,,,,,,,,
1888-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1888.07.10,1888,7,10,32,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1888/results,Ernest Renshaw,/en/players/ernest-renshaw/rg47/overview,ernest-renshaw,rg47,,,,,,,,
1888-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1888.08.20,1888,8,20,33,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1888/results,Henry Slocum,/en/players/henry-slocum/sw16/overview,henry-slocum,sw16,,,,,,,,
1889-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1889.07.01,1889,7,1,32,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1889/results,William Renshaw,/en/players/william-renshaw/rg71/overview,william-renshaw,rg71,,,,,,,,
1889-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1889.08.21,1889,8,21,33,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1889/results,Quincy Shaw,/en/players/quincy-shaw/sx17/overview,quincy-shaw,sx17,,,,,,,,
1890-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1890.06.30,1890,6,30,32,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1890/results,Willoughby Hamilton,/en/players/willoughby-hamilton/hg34/overview,willoughby-hamilton,hg34,,,,,,,,
1890-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1890.08.27,1890,8,27,33,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1890/results,Oliver Campbell,/en/players/oliver-campbell/cm34/overview,oliver-campbell,cm34,,,,,,,,
1891-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1891.06.29,1891,6,29,32,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1891/results,Wilfred Baddeley,/en/players/wilfred-baddeley/bs64/overview,wilfred-baddeley,bs64,,,,,,,,
1891-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1891.08.18,1891,8,18,65,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1891/results,Clarence Hobart,/en/players/clarence-hobart/hf74/overview,clarence-hobart,hf74,,,,,,,,
1892-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1892.06.27,1892,6,27,32,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1892/results,Wilfred Baddeley,/en/players/wilfred-baddeley/bs64/overview,wilfred-baddeley,bs64,,,,,,,,
1892-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1892.08.23,1892,8,23,65,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1892/results,Frederick Hovey,/en/players/frederick-hovey/hg25/overview,frederick-hovey,hg25,,,,,,,,
1893-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1893.07.10,1893,7,10,32,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1893/results,Joshua Pim,/en/players/joshua-pim/pl13/overview,joshua-pim,pl13,,,,,,,,
1893-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1893.08.22,1893,8,22,65,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1893/results,Robert Wrenn,/en/players/robert-wrenn/wa41/overview,robert-wrenn,wa41,,,,,,,,
1894-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1894.07.09,1894,7,9,32,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1894/results,Joshua Pim,/en/players/joshua-pim/pl13/overview,joshua-pim,pl13,,,,,,,,
1894-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1894.08.20,1894,8,20,33,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1894/results,Manliffe Goodbody,/en/players/manliffe-goodbody/gi79/overview,manliffe-goodbody,gi79,,,,,,,,
1895-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1895.07.08,1895,7,8,32,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1895/results,Wilfred Baddeley,/en/players/wilfred-baddeley/bs64/overview,wilfred-baddeley,bs64,,,,,,,,
1895-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1895.08.20,1895,8,20,65,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1895/results,Frederick Hovey,/en/players/frederick-hovey/hg25/overview,frederick-hovey,hg25,,,,,,,,
1896-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1896.07.13,1896,7,13,33,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1896/results,Harold Mahony,/en/players/harold-mahony/mu14/overview,harold-mahony,mu14,,,,,,,,
1896-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1896.08.17,1896,8,17,33,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1896/results,Robert Wrenn,/en/players/robert-wrenn/wa41/overview,robert-wrenn,wa41,,,,,,,,
1897-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1897.06.21,1897,6,21,33,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1897/results,Reggie Doherty,/en/players/reggie-doherty/dg13/overview,reggie-doherty,dg13,,,,,,,,
1897-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1897.08.18,1897,8,18,33,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1897/results,Wilberforce Eaves,/en/players/wilberforce-eaves/e973/overview,wilberforce-eaves,e973,,,,,,,,
1898-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1898.06.20,1898,6,20,64,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1898/results,Reggie Doherty,/en/players/reggie-doherty/dg13/overview,reggie-doherty,dg13,,,,,,,,
1898-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1898.08.15,1898,8,15,33,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1898/results,Malcolm Whitman,/en/players/malcolm-whitman/w955/overview,malcolm-whitman,w955,,,,,,,,
1899-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1899.06.19,1899,6,19,64,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1899/results,Reggie Doherty,/en/players/reggie-doherty/dg13/overview,reggie-doherty,dg13,,,,,,,,
1899-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1899.08.15,1899,8,15,33,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1899/results,J. Parmly Paret,/en/players/j.-parmly-paret/pl06/overview,j.-parmly-paret,pl06,,,,,,,,
1900-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1900.06.25,1900,6,25,33,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1900/results,Reggie Doherty,/en/players/reggie-doherty/dg13/overview,reggie-doherty,dg13,,,,,,,,
1900-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1900.08.14,1900,8,14,33,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1900/results,William Larned,/en/players/william-larned/lg45/overview,william-larned,lg45,,,,,,,,
1901-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1901.06.24,1901,6,24,64,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1901/results,Arthur Gore,/en/players/arthur-gore/gh85/overview,arthur-gore,gh85,,,,,,,,
1901-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1901.08.13,1901,8,13,33,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1901/results,William Larned,/en/players/william-larned/lg45/overview,william-larned,lg45,,,,,,,,
1902-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1902.06.23,1902,6,23,64,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1902/results,Laurence Doherty,/en/players/laurence-doherty/dg02/overview,laurence-doherty,dg02,,,,,,,,
1902-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1902.08.18,1902,8,18,128,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1902/results,Reggie Doherty,/en/players/reggie-doherty/dg13/overview,reggie-doherty,dg13,,,,,,,,
1903-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1903.06.23,1903,6,23,64,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1903/results,Laurence Doherty,/en/players/laurence-doherty/dg02/overview,laurence-doherty,dg02,,,,,,,,
1903-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1903.08.16,1903,8,16,128,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1903/results,Laurence Doherty,/en/players/laurence-doherty/dg02/overview,laurence-doherty,dg02,,,,,,,,
1904-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1904.06.20,1904,6,20,64,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1904/results,Laurence Doherty,/en/players/laurence-doherty/dg02/overview,laurence-doherty,dg02,,,,,,,,
1904-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1904.08.16,1904,8,16,128,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1904/results,Holcombe Ward,/en/players/holcombe-ward/w954/overview,holcombe-ward,w954,,,,,,,,
1905-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1905.06.26,1905,6,26,128,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1905/results,Laurence Doherty,/en/players/laurence-doherty/dg02/overview,laurence-doherty,dg02,,,,,,,,
1905-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1905.08.22,1905,8,22,128,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1905/results,Beals Wright,/en/players/beals-wright/w950/overview,beals-wright,w950,,,,,,,,
1905-580,3,Grand Slam,Australasian Championships,580,australasian-championships,"Melbourne, Australia",1905.11.21,1905,11,21,32,0,Outdoor,Grass,,,,/en/scores/archive/australasian-championships/580/1905/results,Rodney Heath,/en/players/rodney-heath/he57/overview,rodney-heath,he57,,,,,,,,
1906-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1906.06.25,1906,6,25,128,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1906/results,Laurence Doherty,/en/players/laurence-doherty/dg02/overview,laurence-doherty,dg02,,,,,,,,
1906-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1906.08.20,1906,8,20,128,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1906/results,William Clothier,/en/players/william-clothier/ck86/overview,william-clothier,ck86,,,,,,,,
1906-580,3,Grand Slam,Australasian Championships,580,australasian-championships,"Christchurch, New Zealand",1906.12.26,1906,12,26,16,0,Outdoor,Grass,,,,/en/scores/archive/australasian-championships/580/1906/results,Tony Wilding,/en/players/tony-wilding/w972/overview,tony-wilding,w972,,,,,,,,
1907-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1907.06.24,1907,6,24,128,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1907/results,Norman Brookes,/en/players/norman-brookes/bq52/overview,norman-brookes,bq52,,,,,,,,
1907-580,2,Grand Slam,Australasian Championships,580,australasian-championships,"Brisbane, Australia",1907.08.18,1907,8,18,32,0,Outdoor,Grass,,,,/en/scores/archive/australasian-championships/580/1907/results,Horace Rice,/en/players/horace-rice/rf87/overview,horace-rice,rf87,,,,,,,,
1907-560,3,Grand Slam,US Championships,560,us-championships,"Newport, United States",1907.08.20,1907,8,20,128,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1907/results,William Larned,/en/players/william-larned/lg45/overview,william-larned,lg45,,,,,,,,
1908-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1908.06.22,1908,6,22,128,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1908/results,Arthur Gore,/en/players/arthur-gore/gh85/overview,arthur-gore,gh85,,,,,,,,
1908-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1908.08.18,1908,8,18,256,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1908/results,Beals Wright,/en/players/beals-wright/w950/overview,beals-wright,w950,,,,,,,,
1908-580,3,Grand Slam,Australasian Championships,580,australasian-championships,"Sydney, Australia",1908.12.07,1908,12,7,16,0,Outdoor,Grass,,,,/en/scores/archive/australasian-championships/580/1908/results,Fred Alexander,/en/players/fred-alexander/af02/overview,fred-alexander,af02,,,,,,,,
1909-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1909.06.21,1909,6,21,128,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1909/results,Arthur Gore,/en/players/arthur-gore/gh85/overview,arthur-gore,gh85,,,,,,,,
1909-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1909.08.17,1909,8,17,256,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1909/results,William Clothier,/en/players/william-clothier/ck86/overview,william-clothier,ck86,,,,,,,,
1909-580,3,Grand Slam,Australasian Championships,580,australasian-championships,"Perth, Australia",1909.10.16,1909,10,16,16,0,Outdoor,Grass,,,,/en/scores/archive/australasian-championships/580/1909/results,Tony Wilding,/en/players/tony-wilding/w972/overview,tony-wilding,w972,,,,,,,,
1910-580,1,Grand Slam,Australasian Championships,580,australasian-championships,"Adelaide, Australia",1910.03.15,1910,3,15,16,0,Outdoor,Grass,,,,/en/scores/archive/australasian-championships/580/1910/results,Rodney Heath,/en/players/rodney-heath/he57/overview,rodney-heath,he57,,,,,,,,
1910-540,2,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1910.06.20,1910,6,20,128,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1910/results,Tony Wilding,/en/players/tony-wilding/w972/overview,tony-wilding,w972,,,,,,,,
1910-560,3,Grand Slam,US Championships,560,us-championships,"Newport, United States",1910.08.15,1910,8,15,256,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1910/results,Thomas Bundy,/en/players/thomas-bundy/br63/overview,thomas-bundy,br63,,,,,,,,
1911-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1911.06.26,1911,6,26,128,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1911/results,Tony Wilding,/en/players/tony-wilding/w972/overview,tony-wilding,w972,,,,,,,,
1911-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1911.08.21,1911,8,21,256,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1911/results,Maurice McLoughlin,/en/players/maurice-mcloughlin/mt38/overview,maurice-mcloughlin,mt38,,,,,,,,
1911-580,3,Grand Slam,Australasian Championships,580,australasian-championships,"Melbourne, Australia",1911.11.20,1911,11,20,32,0,Outdoor,Grass,,,,/en/scores/archive/australasian-championships/580/1911/results,Norman Brookes,/en/players/norman-brookes/bq52/overview,norman-brookes,bq52,,,,,,,,
1912-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1912.06.24,1912,6,24,128,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1912/results,Tony Wilding,/en/players/tony-wilding/w972/overview,tony-wilding,w972,,,,,,,,
1912-560,2,Grand Slam,US Championships,560,us-championships,"Newport, United States",1912.08.19,1912,8,19,256,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1912/results,Maurice McLoughlin,/en/players/maurice-mcloughlin/mt38/overview,maurice-mcloughlin,mt38,,,,,,,,
1912-580,3,Grand Slam,Australasian Championships,580,australasian-championships,"Hastings, New Zealand",1912.12.30,1912,12,30,16,0,Outdoor,Grass,,,,/en/scores/archive/australasian-championships/580/1912/results,James Cecile Parke,/en/players/james-cecile-parke/pj92/overview,james-cecile-parke,pj92,,,,,,,,
1913-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1913.06.23,1913,6,23,129,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1913/results,Tony Wilding,/en/players/tony-wilding/w972/overview,tony-wilding,w972,,,,,,,,
1913-560,2,Grand Slam,US Championships,560,us-championships,"Newport, Rhode Island, United States",1913.08.18,1913,8,18,256,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1913/results,Maurice McLoughlin,/en/players/maurice-mcloughlin/mt38/overview,maurice-mcloughlin,mt38,,,,,,,,
1913-580,3,Grand Slam,Australasian Championships,580,australasian-championships,"Perth, Australia",1913.11.01,1913,11,1,16,0,Outdoor,Grass,,,,/en/scores/archive/australasian-championships/580/1913/results,Ernest Parker,/en/players/ernest-parker/pk22/overview,ernest-parker,pk22,,,,,,,,
1914-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1914.06.22,1914,6,22,129,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1914/results,Norman Brookes,/en/players/norman-brookes/bq52/overview,norman-brookes,bq52,,,,,,,,
1914-560,2,Grand Slam,US Championships,560,us-championships,"Newport, Rhode Island, United States",1914.08.24,1914,8,24,256,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1914/results,Richard Norris Williams,/en/players/richard-norris-williams/w830/overview,richard-norris-williams,w830,,,,,,,,
1914-580,3,Grand Slam,Australasian Championships,580,australasian-championships,"Melbourne, Australia",1914.11.23,1914,11,23,32,0,Outdoor,Grass,,,,/en/scores/archive/australasian-championships/580/1914/results,Arthur O'Hara-Wood,/en/players/arthur-o'hara-wood/o611/overview,arthur-o'hara-wood,o611,,,,,,,,
1915-580,1,Grand Slam,Australasian Championships,580,australasian-championships,"Brisbane, Australia",1915.08.16,1915,8,16,32,0,Outdoor,Grass,,,,/en/scores/archive/australasian-championships/580/1915/results,Gordon Lowe,/en/players/gordon-lowe/lf73/overview,gordon-lowe,lf73,,,,,,,,
1915-560,2,Grand Slam,US Championships,560,us-championships,"New York, United States",1915.08.31,1915,8,31,128,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1915/results,Bill Johnston,/en/players/bill-johnston/j665/overview,bill-johnston,j665,,,,,,,,
1916-560,1,Grand Slam,US Championships,560,us-championships,"New York, United States",1916.08.28,1916,8,28,128,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1916/results,Richard Norris Williams,/en/players/richard-norris-williams/w830/overview,richard-norris-williams,w830,,,,,,,,
1917-560,1,Grand Slam,US Championships,560,us-championships,"New York, United States",1917.08.20,1917,8,20,64,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1917/results,Lindley Murray,/en/players/lindley-murray/mt28/overview,lindley-murray,mt28,,,,,,,,
1918-560,1,Grand Slam,US Championships,560,us-championships,"New York, United States",1918.08.26,1918,8,26,128,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1918/results,Lindley Murray,/en/players/lindley-murray/mt28/overview,lindley-murray,mt28,,,,,,,,
1919-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1919.06.23,1919,6,23,129,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1919/results,Gerald Patterson,/en/players/gerald-patterson/pj50/overview,gerald-patterson,pj50,,,,,,,,
1919-560,2,Grand Slam,US Championships,560,us-championships,"New York, United States",1919.08.26,1919,8,26,128,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1919/results,Bill Johnston,/en/players/bill-johnston/j665/overview,bill-johnston,j665,,,,,,,,
1919-580,3,Grand Slam,Australasian Championships,580,australasian-championships,"Sydney, Australia",1920.01.22,1919,1,22,64,0,Outdoor,Grass,,,,/en/scores/archive/australasian-championships/580/1919/results,Algernon Kingscote,/en/players/algernon-kingscote/kg77/overview,algernon-kingscote,kg77,,,,,,,,
1920-580,1,Grand Slam,Australasian Championships,580,australasian-championships,"Adelaide, Australia",1920.03.15,1920,3,15,32,0,Outdoor,Grass,,,,/en/scores/archive/australasian-championships/580/1920/results,Pat O'Hara-Wood,/en/players/pat-o'hara-wood/o583/overview,pat-o'hara-wood,o583,,,,,,,,
1920-540,2,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1920.06.21,1920,6,21,129,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1920/results,Bill Tilden,/en/players/bill-tilden/te54/overview,bill-tilden,te54,,,,,,,,
1920-560,3,Grand Slam,US Championships,560,us-championships,"New York, United States",1920.08.30,1920,8,30,128,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1920/results,Bill Tilden,/en/players/bill-tilden/te54/overview,bill-tilden,te54,,,,,,,,
1921-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1921.06.20,1921,6,20,129,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1921/results,Bill Tilden,/en/players/bill-tilden/te54/overview,bill-tilden,te54,,,,,,,,
1921-560,2,Grand Slam,US Championships,560,us-championships,"Philadelphia, PA, United States",1921.09.09,1921,9,9,128,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1921/results,Bill Tilden,/en/players/bill-tilden/te54/overview,bill-tilden,te54,,,,,,,,
1921-580,3,Grand Slam,Australasian Championships,580,australasian-championships,"Perth, Australia",1921.12.26,1921,12,26,32,0,Outdoor,Grass,,,,/en/scores/archive/australasian-championships/580/1921/results,Rhys Gemmell,/en/players/rhys-gemmell/gh60/overview,rhys-gemmell,gh60,,,,,,,,
1922-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1922.06.26,1922,6,26,128,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1922/results,Gerald Patterson,/en/players/gerald-patterson/pj50/overview,gerald-patterson,pj50,,,,,,,,
1922-560,2,Grand Slam,US Championships,560,us-championships,"Philadelphia, PA, United States",1922.09.08,1922,9,8,128,0,Outdoor,Grass,,,,/en/scores/archive/us-championships/560/1922/results,Bill Tilden,/en/players/bill-tilden/te54/overview,bill-tilden,te54,,,,,,,,
1922-580,3,Grand Slam,Australasian Championships,580,australasian-championships,"Sydney, Australia",1922.12.01,1922,12,1,64,0,Outdoor,Grass,,,,/en/scores/archive/australasian-championships/580/1922/results,James Anderson,/en/players/james-anderson/ae69/overview,james-anderson,ae69,,,,,,,,
1923-540,1,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",1923.06.25,1923,6,25,128,0,Outdoor,Grass,,,,/en/scores/archive/wimbledon/540/1923/results,Bill Johnston,/en/players/bill-johnston/j665/overview,bill-johnston,j665,,,,,,,,
1923-580,2,Grand Slam,Australasian Championships,580,australasian-championships,"Brisbane, Australia",1923.08.11,1923,8,11,32,0,Outdoor,Grass,,,,/en/scores/archive/australasian-championships/580/1923/results,Pat O'Hara-Wood,/en/players/pat-o'hara-wood/o583/overview,pat-o'hara-wood,o583,,,,,,,,
