1968-580,1,Grand Slam,Australian Chps.,580,australian-chps,"Melbourne, Australia",1968.01.19,1968,1,19,64,32,Outdoor,Grass,,,,/en/scores/archive/australian-chps/580/1968/results,Bill Bowrey,/en/players/bill-bowrey/b224/overview,bill-bowrey,b224,Dick Crealy,/en/players/dick-crealy/c093/overview,dick-crealy,c093,Allan Stone,/en/players/allan-stone/s148/overview,allan-stone,s148
1968-421,12,,Montreal / Toronto,421,toronto,Toronto,1968.08.12,1968,8,12,32,16,Outdoor,Clay,"$1,500",USD,1500,/en/scores/archive/toronto/421/1968/results,,,,,,,,,,,,
1968-560,13,Grand Slam,US Open,560,us-open,New York,1968.08.29,1968,8,29,96,48,Outdoor,Grass,"$80,000",USD,80000,/en/scores/archive/us-open/560/1968/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,Robert Lutz,/en/players/robert-lutz/l045/overview,robert-lutz,l045,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060
1968-423,14,,Los Angeles,423,los-angeles,Los Angeles,1968.09.14,1968,9,14,128,32,Outdoor,Hard,"$22,500",USD,22500,/en/scores/archive/los-angeles/423/1968/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,Fred Stolle,/en/players/fred-stolle/s129/overview,fred-stolle,s129
1968-303,15,,Buenos Aires,303,buenos-aires,Buenos Aires,1968.11.01,1968,11,1,64,16,Outdoor,Clay,,,,/en/scores/archive/buenos-aires/303/1968/results,Roy Emerson,/en/players/roy-emerson/e030/overview,roy-emerson,e030,,,,,,,,
1969-713,1,,Hobart,713,hobart,Hobart,1968.12.30,1969,12,30,32,16,Outdoor,Grass,"$4,000",USD,4000,/en/scores/archive/hobart/713/1969/results,Fred Stolle,/en/players/fred-stolle/s129/overview,fred-stolle,s129,Mal Anderson,/en/players/mal-anderson/a060/overview,mal-anderson,a060,Roger Taylor,/en/players/roger-taylor/t050/overview,roger-taylor,t050
1969-243,2,,Perth,243,perth,"Perth, Australia",1968.12.30,1969,12,30,32,0,Outdoor,Grass,"$4,000",USD,4000,/en/scores/archive/perth/243/1969/results,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055,,,,,,,,
1969-3936,3,,Melbourne,3936,melbourne,Melbourne,1969.01.06,1969,1,6,32,0,Outdoor,Grass,"$11,500",USD,11500,/en/scores/archive/melbourne/3936/1969/results,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060,,,,,,,,
1969-338,4,,Sydney,338,sydney,Sydney,1969.01.13,1969,1,13,32,0,Outdoor,Grass,"$20,000",USD,20000,/en/scores/archive/sydney/338/1969/results,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073,,,,,,,,
1969-580,5,Grand Slam,Australian Open,580,australian-open,Brisbane,1969.01.20,1969,1,20,64,32,Outdoor,Grass,"$26,500",USD,26500,/en/scores/archive/australian-open/580/1969/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,Roy Emerson,/en/players/roy-emerson/e030/overview,roy-emerson,e030,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058
1969-301,6,,Auckland,301,auckland,Auckland,1969.01.29,1969,1,29,32,0,Outdoor,Grass,"$6,000",USD,6000,/en/scores/archive/auckland/301/1969/results,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073,,,,,,,,
1969-401,7,,Philadelphia WCT,401,philadelphia,Philadelphia,1969.02.05,1969,2,5,32,10,Indoor,Carpet,"$30,000",USD,30000,/en/scores/archive/philadelphia/401/1969/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055
1969-2058,8,,New York,2058,new-york,"New York, United States",1969.03.24,1969,3,24,32,0,Indoor,Carpet,"$25,000",USD,25000,/en/scores/archive/new-york/2058/1969/results,Andres Gimeno,/en/players/andres-gimeno/g075/overview,andres-gimeno,g075,,,,,,,,
1969-426,9,,Johannesburg,426,johannesburg,South Africa,1969.04.04,1969,4,4,128,0,Outdoor,Hard,"$25,000",USD,25000,/en/scores/archive/johannesburg/426/1969/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,
1969-6815,10,,Johannesburg,6815,johannesburg,South Africa,1969.04.04,1969,4,4,128,0,Outdoor,Hard,"$25,000",USD,25000,/en/scores/archive/johannesburg/6815/1969/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,
1969-260,11,,Durban,260,durban,"Durban, South Africa",1969.04.14,1969,4,14,64,0,Outdoor,Hard,"$8,000",USD,8000,/en/scores/archive/durban/260/1969/results,Robert Maud,/en/players/robert-maud/m140/overview,robert-maud,m140,,,,,,,,
1969-410,12,,Monte Carlo,410,monte-carlo,Monte Carlo,1969.04.15,1969,4,15,64,32,Outdoor,Clay,"$12,000",USD,12000,/en/scores/archive/monte-carlo/410/1969/results,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,Owen Davidson,/en/players/owen-davidson/d054/overview,owen-davidson,d054,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044
1969-416,13,,Rome,416,rome,Rome,1969.04.21,1969,4,21,128,32,Outdoor,Clay,"$35,000",USD,35000,/en/scores/archive/rome/416/1969/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073
1969-3938,14,,Bournemouth,3938,bournemouth,Bournemouth,1969.04.28,1969,4,28,32,0,Outdoor,Clay,"$17,000",USD,17000,/en/scores/archive/bournemouth/3938/1969/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,,,,,,,,
1969-406,15,,Brussels,406,brussels,"Brussels, Belgium",1969.05.12,1969,5,12,32,0,Outdoor,Clay,"$10,000",USD,10000,/en/scores/archive/brussels/406/1969/results,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,,,,,,,,
1969-425,16,,Barcelona,425,barcelona,Barcelona,1969.05.12,1969,5,12,64,32,Outdoor,Clay,,,,/en/scores/archive/barcelona/425/1969/results,Manuel Orantes,/en/players/manuel-orantes/o017/overview,manuel-orantes,o017,Manuel Orantes,/en/players/manuel-orantes/o017/overview,manuel-orantes,o017,Patricio Rodriguez,/en/players/patricio-rodriguez/r074/overview,patricio-rodriguez,r074
1969-520,17,Grand Slam,Roland Garros,520,roland-garros,Paris,1969.05.28,1969,5,28,128,128,Outdoor,Clay,"$48,500",USD,48500,/en/scores/archive/roland-garros/520/1969/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073
1969-3942,18,,Bristol,3942,bristol,Bristol,1969.06.09,1969,6,9,8,0,Outdoor,Grass,"$17,000",USD,17000,/en/scores/archive/bristol/3942/1969/results,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,,,,,,,,
1969-311,19,,London / Queen's Club,311,london,London,1969.06.16,1969,6,16,128,64,Outdoor,Grass,"$2,400",USD,2400,/en/scores/archive/london/311/1969/results,Fred Stolle,/en/players/fred-stolle/s129/overview,fred-stolle,s129,Owen Davidson,/en/players/owen-davidson/d054/overview,owen-davidson,d054,Dennis Ralston,/en/players/dennis-ralston/r064/overview,dennis-ralston,r064
1969-540,20,Grand Slam,Wimbledon,540,wimbledon,London,1969.06.23,1969,6,23,128,64,Outdoor,Grass,"$50,544",USD,50544,/en/scores/archive/wimbledon/540/1969/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073
1969-418,21,,Washington,418,washington,"Washington, United States",1969.07.07,1969,7,7,64,16,Outdoor,Clay,"$25,000",USD,25000,/en/scores/archive/washington/418/1969/results,Thomaz Koch,/en/players/thomaz-koch/k036/overview,thomaz-koch,k036,,,,,,,,
1969-2029,22,,Dublin,2029,dublin,"Dublin, Ireland",1969.07.07,1969,7,7,32,0,Outdoor,Grass,"$8,000",USD,8000,/en/scores/archive/dublin/2029/1969/results,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,,,,,,,,
1969-422,23,,Cincinnati,422,cincinnati,Cincinnati,1969.07.14,1969,7,14,96,64,Outdoor,Clay,"$15,000",USD,15000,/en/scores/archive/cincinnati/422/1969/results,Cliff Richey,/en/players/cliff-richey/r071/overview,cliff-richey,r071,Robert Lutz,/en/players/robert-lutz/l045/overview,robert-lutz,l045,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060
1969-314,24,,Gstaad,314,gstaad,Gstaad,1969.07.21,1969,7,21,32,16,Outdoor,Clay,"$20,000",USD,20000,/en/scores/archive/gstaad/314/1969/results,Roy Emerson,/en/players/roy-emerson/e030/overview,roy-emerson,e030,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055
1969-717,25,,Indianapolis,717,indianapolis,Indianapolis,1969.07.21,1969,7,21,64,32,Outdoor,Clay,"$20,000",USD,20000,/en/scores/archive/indianapolis/717/1969/results,Zeljko Franulovic,/en/players/zeljko-franulovic/f074/overview,zeljko-franulovic,f074,Bill Bowrey,/en/players/bill-bowrey/b224/overview,bill-bowrey,b224,Clark Graebner,/en/players/clark-graebner/g079/overview,clark-graebner,g079
1969-317,26,,Hilversum,317,hilversum,Hilversum,1969.07.28,1969,7,28,32,16,Outdoor,Clay,"$6,500",USD,6500,/en/scores/archive/hilversum/317/1969/results,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,,,,,,,,
1969-414,27,,Hamburg,414,hamburg,Hamburg,1969.08.04,1969,8,4,64,32,Outdoor,Clay,"$18,000",USD,18000,/en/scores/archive/hamburg/414/1969/results,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055
1969-421,28,,Montreal / Toronto,421,toronto,Toronto,1969.08.04,1969,8,4,64,32,Outdoor,Clay,"$9,000",USD,9000,/en/scores/archive/toronto/421/1969/results,Cliff Richey,/en/players/cliff-richey/r071/overview,cliff-richey,r071,Ron Holmberg,/en/players/ron-holmberg/h061/overview,ron-holmberg,h061,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044
1969-319,29,,Kitzbuhel,319,kitzbuehel,Kitzbuehel,1969.08.11,1969,8,11,32,16,Outdoor,Clay,,,,/en/scores/archive/kitzbuehel/319/1969/results,,,,,,,,,,,,
1969-417,30,,Boston,417,boston,"Boston, United States",1969.08.16,1969,8,16,128,0,Outdoor,Grass,"$20,000",USD,20000,/en/scores/archive/boston/417/1969/results,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060,,,,,,,,
1969-560,31,Grand Slam,US Open,560,us-open,New York,1969.08.27,1969,8,27,128,64,Outdoor,Grass,"$105,000",USD,105000,/en/scores/archive/us-open/560/1969/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,Fred Stolle,/en/players/fred-stolle/s129/overview,fred-stolle,s129
1969-423,32,,Los Angeles,423,los-angeles,Los Angeles,1969.09.20,1969,9,20,64,32,Outdoor,Hard,"$24,500",USD,24500,/en/scores/archive/los-angeles/423/1969/results,Richard Pancho Gonzales,/en/players/richard-pancho-gonzales/g077/overview,richard-pancho-gonzales,g077,Richard Pancho Gonzales,/en/players/richard-pancho-gonzales/g077/overview,richard-pancho-gonzales,g077,Ron Holmberg,/en/players/ron-holmberg/h061/overview,ron-holmberg,h061
1969-413,33,,Las Vegas,413,las-vegas,"Las Vegas, United States",1969.10.06,1969,10,6,32,0,Outdoor,Hard,"$40,000",USD,40000,/en/scores/archive/las-vegas/413/1969/results,Richard Pancho Gonzales,/en/players/richard-pancho-gonzales/g077/overview,richard-pancho-gonzales,g077,,,,,,,,
1969-7302,34,,Paris Indoor,7302,paris,Paris,1969.11.07,1969,11,7,32,16,Indoor,Carpet,,,,/en/scores/archive/paris/7302/1969/results,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,,,,,,,,
1969-303,35,,Buenos Aires,303,buenos-aires,Buenos Aires,1969.11.11,1969,11,11,32,32,Outdoor,Clay,,,,/en/scores/archive/buenos-aires/303/1969/results,Francois Jauffret,/en/players/francois-jauffret/j031/overview,francois-jauffret,j031,Patricio Cornejo,/en/players/patricio-cornejo/c088/overview,patricio-cornejo,c088,Jaime Fillol Sr.,/en/players/jaime-fillol-sr./f024/overview,jaime-fillol-sr.,f024
1969-430,36,,Wembley,430,wembley,Wembley,1969.11.17,1969,11,17,32,0,Indoor,Carpet,"$36,000",USD,36000,/en/scores/archive/wembley/430/1969/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,
1969-429,37,,Stockholm,429,stockholm,Stockholm,1969.11.23,1969,11,23,32,16,Indoor,Hard,"$26,000",USD,26000,/en/scores/archive/stockholm/429/1969/results,Nikola Pilic,/en/players/nikola-pilic/p080/overview,nikola-pilic,p080,Roy Emerson,/en/players/roy-emerson/e030/overview,roy-emerson,e030,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058
